maprojid,geom,Project Description,footprint_project_ID,footprint_project_geomsource
801BNY5THST,0106000020E6100000040000000103000000010000004301000034E816C21D7E52C08A3BF6A27C5A44403FD643EB237E52C02AA83B6A2E5A4440420CD14F207E52C05737105E015A4440538086830E7E52C009663B2A1C5A4440FC3656C80D7E52C03CEA3FA5205A444010C970630B7E52C07F8C4823225A4440DE5CFF93037E52C0B9A0A5D3225A4440B33E6579FB7D52C0BE0FBCA3185A4440E8059F72ED7D52C0FAC0000E075A444044C95DA0EB7D52C0921F90690A5A44404320D770EB7D52C07EA17C85115A4440276AA129EB7D52C028C942261B5A444013F39A7DF87D52C0ED959CAB2B5A4440A14FCFFF087E52C0DA8D7172405A4440ADF9093C087E52C0C40FDAA44E5A44402F5041B7F47D52C0B3674B6F585A44404F0A7EABE87D52C058A870D1205A4440B8558900E67D52C04BA8113E1E5A4440A778332B9E7D52C0D7ED5AE4AA59444040CD2F5A9D7D52C08DC8B294A95944402E663094A67D52C0E146508B9E59444047086252CD7D52C04C699224D45944409852B73BCF7D52C0A38702CBD159444020B160ACCF7D52C00F555483C9594440B610375AD67D52C0115FD0E3C9594440941B260CD87D52C08D51D66BB6594440888D832AD87D52C057838B6DB6594440DEFBA99DD87D52C0B07E7AC1985944403FD1CCF4D67D52C09C8C62A398594440B6AD6704D77D52C09896025D82594440489A17C7EF7D52C02C00A707835944409E9FA6D3EF7D52C0A6A9B2987F594440C2BF83F30D7E52C078E6116880594440745672280F7E52C0B76ABB5854594440190C84C1967E52C06E48CD3E5F59444029EFED90957E52C0CD674CD86F5944409C681830997E52C0E61148697D59444091BC65839A7E52C08407D6CA7E594440914CF5C5A37E52C01617E5A57D594440F6518F3FAB7E52C08FCA87648B5944401AC0076CB57E52C0B5AA2B198C5944405651BBA3B57E52C0F4748CE287594440DBB4F930BE7E52C07FAC1057885944405D3CD8B9BC7E52C091FB2C22B45944404F46C593C47E52C0EB6ED970C859444039A6BC87C27E52C02D9485A6D659444003BA0CA9BA7E52C0713B97A1D5594440DBACEAD4B57E52C09631EB92E1594440DE5F0209B57E52C0988A428BE3594440639A9B38957E52C09DC61D5DD95944401FF2760F8C7E52C095923B16245A4440C13742A18A7E52C0FBC797A6235A4440711D57758B7E52C0C42428F81D5A4440AEFF18148D7E52C0CF7E96A9125A4440CAE6B4A48E7E52C0C71C55EA075A444082431D0E8E7E52C0F773AACB065A4440DF17A2288F7E52C082F8843A055A44400933235A8F7E52C08E952C4C035A44400F1445408F7E52C0B1544F28035A444049E005248F7E52C097F8BCF9025A444012F640F08E7E52C0D71EA8B5025A4440D2512C718E7E52C0940FCE10025A4440F7E7580E8E7E52C04800F86B015A444080F665ED8D7E52C03BC8F640015A44401BA1EDB48D7E52C0016A5BE7005A4440C31734608D7E52C0EE45C48D005A4440820D4E1E8D7E52C060E71771005A44408E5037EF8C7E52C0ACE266AA005A4440D0E2F8D28C7E52C0EB0D5CD5005A44401547E0A38C7E52C0EC52C027015A44409D29CC748C7E52C010C7CE6B015A44409DBFC9038C7E52C065036409025A44409AEF534B897E52C08CFD972FFC594440765073BB7B7E52C0902F4241325A444097D609417B7E52C07722B281325A444014F5F56D777E52C0A8C4BF35305A44400F0A5448777E52C0E4589D822F5A4440B2A378E9857E52C09CA7A1F6F45944402E298978857E52C00446CFFBF3594440B25BAB66827E52C0852E00A1ED59444040E4BBF5817E52C0EC00AFBBEC5944401D15617B817E52C0BC6F82DDEB59444002FA0501817E52C0E52B8006EB5944403F873F7D807E52C0F395A936EA594440476CC4F47F7E52C057A1FB6DE9594440051406BE797E52C03E1E441DE159444039417077797E52C09DC270A3E0594440C27F27EA787E52C00155A309E25944407A5646B3777E52C0CAFD78EDE5594440B5A4DD9A6F7E52C0721E7522FE594440B4587B9D6B7E52C0EBBFAF06FB594440AB7F96D6767E52C03F302FDDD95944403C245DBA767E52C04AE5DC78D95944403DB806BE747E52C05B51E8FCD7594440D116DF0F747E52C0B085D97BD75944407D9B5BD7737E52C02E89CFFCD75944404F3B6F33707E52C0CE36651AD5594440F862D45D707E52C0F37BF383D4594440002117A86E7E52C0AEBB5441D3594440A531FD336D7E52C0673917FCD7594440C87024216D7E52C0CFFE6235D8594440B8ECD5D56C7E52C043EC0CFCD7594440E714AD715F7E52C0A6CF4A4FCE594440E62E3C4F5F7E52C07C242B00CE5944401A0B623E5F7E52C00551CBA4CD594440E8AD5B405F7E52C0E726C857CD594440DD37D54B637E52C04AF6EE3EC0594440385505B1637E52C03C7BA186C0594440A29A56D4637E52C03DB2FF69C0594440511A0B94737E52C061489C1E91594440408F1E9B737E52C0DED632CC905944409E3D31A2737E52C0A2EECC79905944401DE733A2737E52C02EBD7C40905944409C9036A2737E52C0C08B2C0790594440E39FE09F737E52C07D72C4B48F59444059758B9D737E52C0DFB45E628F59444053F0D598737E52C007780A298F594440B4DF6E8F737E52C0DD94E3F68E594440E873BC8A737E52C052588FBD8E5944404C455781737E52C0DFF53C848E594440F16EEF77737E52C0665B11528E5944403CD8D269737E52C0AFA4BF188E594440DD016B60737E52C01AEF99E68D594440A2C34B52737E52C085D26DB48D594440949E2F44737E52C0FDE342828D594440932A5F31737E52C0A97317508D594440FAB24023737E52C051E0EE1D8D594440393F7010737E52C033F9C6EB8C59444038A136F4727E52C0ACBD1CA48C5944400F8044D3727E52C07E239B638C5944407218FBAF727E52C0197B861F8C594440D842AE8C727E52C079519DE28B594440CED92675727E52C0FD5399B78B5944408379E858727E52C07938C6938B59444086636341727E52C013F2C6688B59444036CA2525727E52C0141FEF448B5944405A1416F6717E52C070FBC2128B5944403E74BBCB717E52C022D093E08A5944404EDDA99C717E52C0CCFC91B58A594440CC7D996D717E52C01E1FB8918A594440657BA64C717E52C0AF190A758A5944404776B52B717E52C0D165865F8A594440C7AAC30A717E52C08E96084A8A5944402653D0E9707E52C0AB0F86348A594440089127C4707E52C0E4FB2A268A594440AD3636A3707E52C040C6D2178A594440ED154482707E52C062477F098A594440257C224C707E52C0ED6D8EF78959444026538605707E52C094C99BE589594440D260EBBE6F7E52C044D1D5DA895944400C8FC7886F7E52C00D9839D7895944406846A7526F7E52C0AC0BCADA8959444068F0090C6F7E52C0DDDBEDE189594440418BE8D56E7E52C0A343A6EC89594440C9BFF2B46E7E52C08E7DF8FA8959444057DB4C8F6E7E52C05B591C028A5944404A49566E6E7E52C02DEE70108A594440D896634D6E7E52C08F42BD1E8A59444028ECB9276E7E52C09F4939348A594440B5ACC5066E7E52C063548A428A5944407350D0E56D7E52C064B005588A594440230DDEC46D7E52C0ACDE7F6D8A594440A25FC9956D7E52C0864DE2948A594440C43893586D7E52C0C98A9CCA8A5944406FEB7F296D7E52C0044F95F58A5944406782400D6D7E52C0C57463198B5944404AC6FEF06C7E52C0D5C7323D8B594440D025FAC86C7E52C02AA7C26B8B594440261030956C7E52C0B97D8EBA8B594440FFDF3EF8627E52C08EA1AB7BA859444060B82C915C7E52C00DF04583BB594440CC1C01F45C7E52C0E6F874E0BB5944404CFA7C085C7E52C0506585C9BE594440AFC2358F5B7E52C0A8A03B45C05944408F45C8715B7E52C0608EEA83C05944408BE8CF505B7E52C0D29266C1C0594440E1758E345B7E52C0103FFCE9C05944406BDE772D587E52C09F08B7BFC359444075C145FA577E52C0DE1D9CD1C3594440456BD8C8577E52C0451B6CCAC3594440B6463199577E52C0F61AD5ACC35944404291A777577E52C05015E486C359444031B40C46547E52C0C75CDF77BD59444077F8F6F4517E52C0D3A5F9D9BC5944408EBDC2B84E7E52C03A0DBCF1B6594440B659D8E74E7E52C015E59CBFB6594440B7A7ADAA4E7E52C0F5A47137B659444055D196EC4E7E52C06988A5E8B55944406DA67C80447E52C023E09175A359444076A7E761447E52C030AE1335A3594440823C0648447E52C0A854E802A35944406272242E447E52C0547AE8D7A259444085A84214447E52C0D19FE8ACA25944406E5D53F3437E52C044147D85A259444047D816D7437E52C0B1EB105EA259444083C221B6437E52C0F254CD3DA2594440E2183295437E52C090BE891DA2594440F6B129743E7E52C043A2BA519C5944401DD90F633D7E52C0CD5806BF9D594440394137FD3B7E52C05C26E99E9F594440624905383F7E52C019CCDAD2A859444067A8235A3F7E52C0731AAE21A95944405353717D3F7E52C0FA028F67A9594440CEF5AA993F7E52C0B309BD99A9594440F3857A324A7E52C0D63DC149BC5944403B21B26F4A7E52C05083CBF3BB594440F1122BA84A7E52C061DC2358BC59444022F27EF34A7E52C0E3268910BC5944403A5348264E7E52C05D453FE3C15944402B2379504E7E52C0630A684DC5594440FF2DDFAB517E52C055F648F4CA5944403020C9BC517E52C087276646CB594440B1777DBD517E52C0B9D48095CB594440A3AA6BAF517E52C09B0EFDE9CB594440AB59FB98517E52C0E1EFCA24CC59444056707A74517E52C04B1DB05ECC5944402E94C351517E52C0A718CB82CC594440630B6123497E52C085E83F1DD0594440168AE1F4487E52C0C467B521D05944409E257CCC487E52C092142018D059444060430B9C487E52C005336B01D0594440C607FA76487E52C038F7B9E4CF59444051F51CA5467E52C0809E4A8CCC594440475DF746467E52C039553F8CCC59444074C757A1437E52C0956DFFFBC75944404285EA26437E52C095053F8BC8594440B8B57AC32C7E52C094321852A159444071AF6CE6267E52C04BC3BDE09659444048234137247E52C05D99FC4795594440C2CEF9C7227E52C002E1042F97594440EE7C743C217E52C0EB55B7329959444003F0ADE5217E52C042E7E7739D594440C7FC9444297E52C0C0967F71AA594440785279A13B7E52C05B6860EBCA5944402B3ACCFB3D7E52C02D38F033CF59444038D2C98A3D7E52C0F20CDADFCF594440D5D21B553E7E52C0C4645B78D15944401E1F6FEF417E52C01ED51AF7D75944409A2603934A7E52C0A5A5FA98E7594440A42597A94A7E52C0373482E7E759444036DA55AF4A7E52C081BD9A25E85944407650A7AB4A7E52C081DC5161E85944403A16C1A24A7E52C0214C7796E8594440AC81A68F4A7E52C0AB7A65CAE859444074E815C0437E52C02CFAB07CF259444044F82F92437E52C084922397F259444054E4925F437E52C0AA617E9CF2594440FE7B3435437E52C094FF8B90F2594440DF2F0A15437E52C0ED90D17BF2594440045A6F893D7E52C032E01F83E9594440D33801CE367E52C0586ECABEF2594440B878383A377E52C073454AD6F359444096780B2D397E52C024D9AD15F75944405F0C92F43D7E52C08946D7FAFE594440EF2854D8427E52C0EE49263D075A4440B089AFE1427E52C0659A176A085A4440FE1DA1FC407E52C0064584E90B5A4440E9471524407E52C01FA9370D0C5A4440F81514323B7E52C0A37CA0F2055A44400034154F357E52C0E47224D5105A4440F53264EA357E52C093D201A5115A4440220B22203A7E52C09948BEEF165A44400CA023483A7E52C089EF1629175A444001A44E5D3A7E52C0F6399569175A4440A314B7663A7E52C0EC9A15AA175A4440BF08B4663A7E52C08A9C64E3175A4440D56B8E583A7E52C0AC0C0A2B185A4440F61E03413A7E52C02E0D5C64185A44400BB64EAA397E52C0127E3366195A44403CC6678D387E52C0D7680D581B5A4440E13D525E387E52C08BB6DE7B1B5A44406D679931387E52C0954C96861B5A4440D16A1CF9377E52C0DEB0A6741B5A4440CB2C1F642C7E52C0DDD23C220D5A4440FF896689277E52C05A057FED0B5A44407C66E500277E52C0ED169BC90B5A44405D435D33257E52C0789EDB410F5A444070B7CBAA247E52C01A47BC43105A44407054B977267E52C0BFB20F92175A4440F47F34332F7E52C0B0AD3EC5225A44404D3165B4387E52C08D62F28E2E5A4440BB35DA51427E52C0CCFEA6833A5A44402A168577427E52C08902594A3A5A4440236153504D7E52C0F608BEDE475A4440D23D5C2F4D7E52C09822B734485A444099D9AE1B507E52C022ADD7E64B5A44407DA858B6587E52C0E2D297B5565A444030B1D2C3607E52C09EB6A6BB605A4440929205FE5F7E52C0B745235B625A44404BE1FF8C5F7E52C06D4D5E40635A4440A6689F415F7E52C0C5441C10645A4440B263024B5F7E52C09A8A4298645A444077380D2A5F7E52C086A912E7645A4440EFBABCBD5E7E52C08185D28B655A44406E2B14775E7E52C07780BC62665A44401BDA6C305E7E52C033A75800675A4440931D3BF35D7E52C0003EFB47675A4440B1CE9AAC5D7E52C045804556675A444066881A745D7E52C02ADBBC6B675A444002B8F6625C7E52C02C81045A695A444005419D3B577E52C07A2B3C60625A4440628589A5547E52C0DD5887BD5E5A4440DD5196E14D7E52C014CFEC46555A444082A8FAA74B7E52C08958AE9A545A44407D06D42D477E52C0DC6388045A5A4440A1D8398D467E52C044D8ECBF5A5A44404EB64AD3457E52C067E021925B5A4440779CFA433E7E52C024ADC0F6635A44409E77BF0B487E52C0BA93A47E725A4440A12027B9507E52C0D642224A7F5A444092955BDC577E52C016903AE1895A44402F3037125A7E52C0EFADC6158D5A4440F2937694527E52C02F8DE730955A4440FE94956D487E52C0244C7248865A4440422C28203F7E52C04E680DAD785A4440572147A9327E52C02BB2825D665A4440DF3E4246287E52C07E08AF30575A4440C6D8ACBA267E52C0EC18DF9F595A4440A639870C257E52C0989FC7FF785A4440CD055EAC257E52C0056FD0E37C5A444035592F0D2C7E52C004BB59158B5A4440AB2A599E387E52C06050D6BEA65A444034E816C21D7E52C08A3BF6A27C5A444001030000000100000004000000717EF9B9067E52C0FA45CEC8265A4440FBA8475C0B7E52C0D321AA9C265A4440E7C0EB8E0A7E52C01505E4992B5A4440717EF9B9067E52C0FA45CEC8265A444001030000000100000005000000E75C070C9D7E52C05E1708FA585A44407CF9221D9D7E52C023A39A82585A4440925B64DBA07E52C033ECA5BB595A4440A4B1A4C7A07E52C0281FFD435A5A4440E75C070C9D7E52C05E1708FA585A444001030000000100000006000000FD4EB512A97E52C054BFF4025D5A4440C4E3242DA97E52C080F260735C5A4440175DBE81AA7E52C008BAA5E25C5A44405F4A038CA97E52C0CBA0E9EF5C5A44408307416AA97E52C0285651FF5C5A4440FD4EB512A97E52C054BFF4025D5A4440,BNYDC 5th Street Reconstruction,801SANDBNYWF,AD Sprint
801BNY910SBB,0106000020E6100000040000000103000000010000004301000034E816C21D7E52C08A3BF6A27C5A44403FD643EB237E52C02AA83B6A2E5A4440420CD14F207E52C05737105E015A4440538086830E7E52C009663B2A1C5A4440FC3656C80D7E52C03CEA3FA5205A444010C970630B7E52C07F8C4823225A4440DE5CFF93037E52C0B9A0A5D3225A4440B33E6579FB7D52C0BE0FBCA3185A4440E8059F72ED7D52C0FAC0000E075A444044C95DA0EB7D52C0921F90690A5A44404320D770EB7D52C07EA17C85115A4440276AA129EB7D52C028C942261B5A444013F39A7DF87D52C0ED959CAB2B5A4440A14FCFFF087E52C0DA8D7172405A4440ADF9093C087E52C0C40FDAA44E5A44402F5041B7F47D52C0B3674B6F585A44404F0A7EABE87D52C058A870D1205A4440B8558900E67D52C04BA8113E1E5A4440A778332B9E7D52C0D7ED5AE4AA59444040CD2F5A9D7D52C08DC8B294A95944402E663094A67D52C0E146508B9E59444047086252CD7D52C04C699224D45944409852B73BCF7D52C0A38702CBD159444020B160ACCF7D52C00F555483C9594440B610375AD67D52C0115FD0E3C9594440941B260CD87D52C08D51D66BB6594440888D832AD87D52C057838B6DB6594440DEFBA99DD87D52C0B07E7AC1985944403FD1CCF4D67D52C09C8C62A398594440B6AD6704D77D52C09896025D82594440489A17C7EF7D52C02C00A707835944409E9FA6D3EF7D52C0A6A9B2987F594440C2BF83F30D7E52C078E6116880594440745672280F7E52C0B76ABB5854594440190C84C1967E52C06E48CD3E5F59444029EFED90957E52C0CD674CD86F5944409C681830997E52C0E61148697D59444091BC65839A7E52C08407D6CA7E594440914CF5C5A37E52C01617E5A57D594440F6518F3FAB7E52C08FCA87648B5944401AC0076CB57E52C0B5AA2B198C5944405651BBA3B57E52C0F4748CE287594440DBB4F930BE7E52C07FAC1057885944405D3CD8B9BC7E52C091FB2C22B45944404F46C593C47E52C0EB6ED970C859444039A6BC87C27E52C02D9485A6D659444003BA0CA9BA7E52C0713B97A1D5594440DBACEAD4B57E52C09631EB92E1594440DE5F0209B57E52C0988A428BE3594440639A9B38957E52C09DC61D5DD95944401FF2760F8C7E52C095923B16245A4440C13742A18A7E52C0FBC797A6235A4440711D57758B7E52C0C42428F81D5A4440AEFF18148D7E52C0CF7E96A9125A4440CAE6B4A48E7E52C0C71C55EA075A444082431D0E8E7E52C0F773AACB065A4440DF17A2288F7E52C082F8843A055A44400933235A8F7E52C08E952C4C035A44400F1445408F7E52C0B1544F28035A444049E005248F7E52C097F8BCF9025A444012F640F08E7E52C0D71EA8B5025A4440D2512C718E7E52C0940FCE10025A4440F7E7580E8E7E52C04800F86B015A444080F665ED8D7E52C03BC8F640015A44401BA1EDB48D7E52C0016A5BE7005A4440C31734608D7E52C0EE45C48D005A4440820D4E1E8D7E52C060E71771005A44408E5037EF8C7E52C0ACE266AA005A4440D0E2F8D28C7E52C0EB0D5CD5005A44401547E0A38C7E52C0EC52C027015A44409D29CC748C7E52C010C7CE6B015A44409DBFC9038C7E52C065036409025A44409AEF534B897E52C08CFD972FFC594440765073BB7B7E52C0902F4241325A444097D609417B7E52C07722B281325A444014F5F56D777E52C0A8C4BF35305A44400F0A5448777E52C0E4589D822F5A4440B2A378E9857E52C09CA7A1F6F45944402E298978857E52C00446CFFBF3594440B25BAB66827E52C0852E00A1ED59444040E4BBF5817E52C0EC00AFBBEC5944401D15617B817E52C0BC6F82DDEB59444002FA0501817E52C0E52B8006EB5944403F873F7D807E52C0F395A936EA594440476CC4F47F7E52C057A1FB6DE9594440051406BE797E52C03E1E441DE159444039417077797E52C09DC270A3E0594440C27F27EA787E52C00155A309E25944407A5646B3777E52C0CAFD78EDE5594440B5A4DD9A6F7E52C0721E7522FE594440B4587B9D6B7E52C0EBBFAF06FB594440AB7F96D6767E52C03F302FDDD95944403C245DBA767E52C04AE5DC78D95944403DB806BE747E52C05B51E8FCD7594440D116DF0F747E52C0B085D97BD75944407D9B5BD7737E52C02E89CFFCD75944404F3B6F33707E52C0CE36651AD5594440F862D45D707E52C0F37BF383D4594440002117A86E7E52C0AEBB5441D3594440A531FD336D7E52C0673917FCD7594440C87024216D7E52C0CFFE6235D8594440B8ECD5D56C7E52C043EC0CFCD7594440E714AD715F7E52C0A6CF4A4FCE594440E62E3C4F5F7E52C07C242B00CE5944401A0B623E5F7E52C00551CBA4CD594440E8AD5B405F7E52C0E726C857CD594440DD37D54B637E52C04AF6EE3EC0594440385505B1637E52C03C7BA186C0594440A29A56D4637E52C03DB2FF69C0594440511A0B94737E52C061489C1E91594440408F1E9B737E52C0DED632CC905944409E3D31A2737E52C0A2EECC79905944401DE733A2737E52C02EBD7C40905944409C9036A2737E52C0C08B2C0790594440E39FE09F737E52C07D72C4B48F59444059758B9D737E52C0DFB45E628F59444053F0D598737E52C007780A298F594440B4DF6E8F737E52C0DD94E3F68E594440E873BC8A737E52C052588FBD8E5944404C455781737E52C0DFF53C848E594440F16EEF77737E52C0665B11528E5944403CD8D269737E52C0AFA4BF188E594440DD016B60737E52C01AEF99E68D594440A2C34B52737E52C085D26DB48D594440949E2F44737E52C0FDE342828D594440932A5F31737E52C0A97317508D594440FAB24023737E52C051E0EE1D8D594440393F7010737E52C033F9C6EB8C59444038A136F4727E52C0ACBD1CA48C5944400F8044D3727E52C07E239B638C5944407218FBAF727E52C0197B861F8C594440D842AE8C727E52C079519DE28B594440CED92675727E52C0FD5399B78B5944408379E858727E52C07938C6938B59444086636341727E52C013F2C6688B59444036CA2525727E52C0141FEF448B5944405A1416F6717E52C070FBC2128B5944403E74BBCB717E52C022D093E08A5944404EDDA99C717E52C0CCFC91B58A594440CC7D996D717E52C01E1FB8918A594440657BA64C717E52C0AF190A758A5944404776B52B717E52C0D165865F8A594440C7AAC30A717E52C08E96084A8A5944402653D0E9707E52C0AB0F86348A594440089127C4707E52C0E4FB2A268A594440AD3636A3707E52C040C6D2178A594440ED154482707E52C062477F098A594440257C224C707E52C0ED6D8EF78959444026538605707E52C094C99BE589594440D260EBBE6F7E52C044D1D5DA895944400C8FC7886F7E52C00D9839D7895944406846A7526F7E52C0AC0BCADA8959444068F0090C6F7E52C0DDDBEDE189594440418BE8D56E7E52C0A343A6EC89594440C9BFF2B46E7E52C08E7DF8FA8959444057DB4C8F6E7E52C05B591C028A5944404A49566E6E7E52C02DEE70108A594440D896634D6E7E52C08F42BD1E8A59444028ECB9276E7E52C09F4939348A594440B5ACC5066E7E52C063548A428A5944407350D0E56D7E52C064B005588A594440230DDEC46D7E52C0ACDE7F6D8A594440A25FC9956D7E52C0864DE2948A594440C43893586D7E52C0C98A9CCA8A5944406FEB7F296D7E52C0044F95F58A5944406782400D6D7E52C0C57463198B5944404AC6FEF06C7E52C0D5C7323D8B594440D025FAC86C7E52C02AA7C26B8B594440261030956C7E52C0B97D8EBA8B594440FFDF3EF8627E52C08EA1AB7BA859444060B82C915C7E52C00DF04583BB594440CC1C01F45C7E52C0E6F874E0BB5944404CFA7C085C7E52C0506585C9BE594440AFC2358F5B7E52C0A8A03B45C05944408F45C8715B7E52C0608EEA83C05944408BE8CF505B7E52C0D29266C1C0594440E1758E345B7E52C0103FFCE9C05944406BDE772D587E52C09F08B7BFC359444075C145FA577E52C0DE1D9CD1C3594440456BD8C8577E52C0451B6CCAC3594440B6463199577E52C0F61AD5ACC35944404291A777577E52C05015E486C359444031B40C46547E52C0C75CDF77BD59444077F8F6F4517E52C0D3A5F9D9BC5944408EBDC2B84E7E52C03A0DBCF1B6594440B659D8E74E7E52C015E59CBFB6594440B7A7ADAA4E7E52C0F5A47137B659444055D196EC4E7E52C06988A5E8B55944406DA67C80447E52C023E09175A359444076A7E761447E52C030AE1335A3594440823C0648447E52C0A854E802A35944406272242E447E52C0547AE8D7A259444085A84214447E52C0D19FE8ACA25944406E5D53F3437E52C044147D85A259444047D816D7437E52C0B1EB105EA259444083C221B6437E52C0F254CD3DA2594440E2183295437E52C090BE891DA2594440F6B129743E7E52C043A2BA519C5944401DD90F633D7E52C0CD5806BF9D594440394137FD3B7E52C05C26E99E9F594440624905383F7E52C019CCDAD2A859444067A8235A3F7E52C0731AAE21A95944405353717D3F7E52C0FA028F67A9594440CEF5AA993F7E52C0B309BD99A9594440F3857A324A7E52C0D63DC149BC5944403B21B26F4A7E52C05083CBF3BB594440F1122BA84A7E52C061DC2358BC59444022F27EF34A7E52C0E3268910BC5944403A5348264E7E52C05D453FE3C15944402B2379504E7E52C0630A684DC5594440FF2DDFAB517E52C055F648F4CA5944403020C9BC517E52C087276646CB594440B1777DBD517E52C0B9D48095CB594440A3AA6BAF517E52C09B0EFDE9CB594440AB59FB98517E52C0E1EFCA24CC59444056707A74517E52C04B1DB05ECC5944402E94C351517E52C0A718CB82CC594440630B6123497E52C085E83F1DD0594440168AE1F4487E52C0C467B521D05944409E257CCC487E52C092142018D059444060430B9C487E52C005336B01D0594440C607FA76487E52C038F7B9E4CF59444051F51CA5467E52C0809E4A8CCC594440475DF746467E52C039553F8CCC59444074C757A1437E52C0956DFFFBC75944404285EA26437E52C095053F8BC8594440B8B57AC32C7E52C094321852A159444071AF6CE6267E52C04BC3BDE09659444048234137247E52C05D99FC4795594440C2CEF9C7227E52C002E1042F97594440EE7C743C217E52C0EB55B7329959444003F0ADE5217E52C042E7E7739D594440C7FC9444297E52C0C0967F71AA594440785279A13B7E52C05B6860EBCA5944402B3ACCFB3D7E52C02D38F033CF59444038D2C98A3D7E52C0F20CDADFCF594440D5D21B553E7E52C0C4645B78D15944401E1F6FEF417E52C01ED51AF7D75944409A2603934A7E52C0A5A5FA98E7594440A42597A94A7E52C0373482E7E759444036DA55AF4A7E52C081BD9A25E85944407650A7AB4A7E52C081DC5161E85944403A16C1A24A7E52C0214C7796E8594440AC81A68F4A7E52C0AB7A65CAE859444074E815C0437E52C02CFAB07CF259444044F82F92437E52C084922397F259444054E4925F437E52C0AA617E9CF2594440FE7B3435437E52C094FF8B90F2594440DF2F0A15437E52C0ED90D17BF2594440045A6F893D7E52C032E01F83E9594440D33801CE367E52C0586ECABEF2594440B878383A377E52C073454AD6F359444096780B2D397E52C024D9AD15F75944405F0C92F43D7E52C08946D7FAFE594440EF2854D8427E52C0EE49263D075A4440B089AFE1427E52C0659A176A085A4440FE1DA1FC407E52C0064584E90B5A4440E9471524407E52C01FA9370D0C5A4440F81514323B7E52C0A37CA0F2055A44400034154F357E52C0E47224D5105A4440F53264EA357E52C093D201A5115A4440220B22203A7E52C09948BEEF165A44400CA023483A7E52C089EF1629175A444001A44E5D3A7E52C0F6399569175A4440A314B7663A7E52C0EC9A15AA175A4440BF08B4663A7E52C08A9C64E3175A4440D56B8E583A7E52C0AC0C0A2B185A4440F61E03413A7E52C02E0D5C64185A44400BB64EAA397E52C0127E3366195A44403CC6678D387E52C0D7680D581B5A4440E13D525E387E52C08BB6DE7B1B5A44406D679931387E52C0954C96861B5A4440D16A1CF9377E52C0DEB0A6741B5A4440CB2C1F642C7E52C0DDD23C220D5A4440FF896689277E52C05A057FED0B5A44407C66E500277E52C0ED169BC90B5A44405D435D33257E52C0789EDB410F5A444070B7CBAA247E52C01A47BC43105A44407054B977267E52C0BFB20F92175A4440F47F34332F7E52C0B0AD3EC5225A44404D3165B4387E52C08D62F28E2E5A4440BB35DA51427E52C0CCFEA6833A5A44402A168577427E52C08902594A3A5A4440236153504D7E52C0F608BEDE475A4440D23D5C2F4D7E52C09822B734485A444099D9AE1B507E52C022ADD7E64B5A44407DA858B6587E52C0E2D297B5565A444030B1D2C3607E52C09EB6A6BB605A4440929205FE5F7E52C0B745235B625A44404BE1FF8C5F7E52C06D4D5E40635A4440A6689F415F7E52C0C5441C10645A4440B263024B5F7E52C09A8A4298645A444077380D2A5F7E52C086A912E7645A4440EFBABCBD5E7E52C08185D28B655A44406E2B14775E7E52C07780BC62665A44401BDA6C305E7E52C033A75800675A4440931D3BF35D7E52C0003EFB47675A4440B1CE9AAC5D7E52C045804556675A444066881A745D7E52C02ADBBC6B675A444002B8F6625C7E52C02C81045A695A444005419D3B577E52C07A2B3C60625A4440628589A5547E52C0DD5887BD5E5A4440DD5196E14D7E52C014CFEC46555A444082A8FAA74B7E52C08958AE9A545A44407D06D42D477E52C0DC6388045A5A4440A1D8398D467E52C044D8ECBF5A5A44404EB64AD3457E52C067E021925B5A4440779CFA433E7E52C024ADC0F6635A44409E77BF0B487E52C0BA93A47E725A4440A12027B9507E52C0D642224A7F5A444092955BDC577E52C016903AE1895A44402F3037125A7E52C0EFADC6158D5A4440F2937694527E52C02F8DE730955A4440FE94956D487E52C0244C7248865A4440422C28203F7E52C04E680DAD785A4440572147A9327E52C02BB2825D665A4440DF3E4246287E52C07E08AF30575A4440C6D8ACBA267E52C0EC18DF9F595A4440A639870C257E52C0989FC7FF785A4440CD055EAC257E52C0056FD0E37C5A444035592F0D2C7E52C004BB59158B5A4440AB2A599E387E52C06050D6BEA65A444034E816C21D7E52C08A3BF6A27C5A444001030000000100000004000000717EF9B9067E52C0FA45CEC8265A4440FBA8475C0B7E52C0D321AA9C265A4440E7C0EB8E0A7E52C01505E4992B5A4440717EF9B9067E52C0FA45CEC8265A444001030000000100000005000000E75C070C9D7E52C05E1708FA585A44407CF9221D9D7E52C023A39A82585A4440925B64DBA07E52C033ECA5BB595A4440A4B1A4C7A07E52C0281FFD435A5A4440E75C070C9D7E52C05E1708FA585A444001030000000100000006000000FD4EB512A97E52C054BFF4025D5A4440C4E3242DA97E52C080F260735C5A4440175DBE81AA7E52C008BAA5E25C5A44405F4A038CA97E52C0CBA0E9EF5C5A44408307416AA97E52C0285651FF5C5A4440FD4EB512A97E52C054BFF4025D5A4440,"BNYDC Berths 9, 10 and Small Boat Basin Structural Work",801SANDBNYWF,AD Sprint
