CenBlock10,CenTract10,NTA10,PUMA10,CenUnits10
360470652001004,36047065200,BK45,4009,94
360470652001005,36047065200,BK45,4009,50
360470652001006,36047065200,BK45,4009,56
360470652001007,36047065200,BK45,4009,57
360470652001008,36047065200,BK45,4009,64
360470654001000,36047065400,BK45,4009,57
360470654001001,36047065400,BK45,4009,81
360470654001002,36047065400,BK45,4009,79
360470654001003,36047065400,BK45,4009,68
360470654002000,36047065400,BK45,4009,84
360470654002001,36047065400,BK45,4009,100
360470654002002,36047065400,BK45,4009,88
360470654002003,36047065400,BK45,4009,79
360470656001000,36047065600,BK45,4009,77
360470656001001,36047065600,BK45,4009,86
360470656001002,36047065600,BK45,4009,76
360470656001003,36047065600,BK45,4009,77
360470656002000,36047065600,BK45,4009,81
360470656002001,36047065600,BK45,4009,81
360470656002002,36047065600,BK45,4009,83
360470656002003,36047065600,BK45,4009,83
360470658001000,36047065800,BK45,4009,60
360470658001001,36047065800,BK45,4009,87
360470658001002,36047065800,BK45,4009,117
360470658001003,36047065800,BK45,4009,86
360470658002000,36047065800,BK45,4009,124
360470658002001,36047065800,BK45,4009,107
360470658002002,36047065800,BK45,4009,126
360470658002003,36047065800,BK45,4009,111
360470660001000,36047066000,BK45,4009,73
360470660001001,36047066000,BK45,4009,88
360470660001002,36047066000,BK45,4009,91
360470660001003,36047066000,BK45,4009,98
360470660002000,36047066000,BK45,4009,128
360470660002001,36047066000,BK45,4009,135
360470660002002,36047066000,BK45,4009,81
360470660002003,36047066000,BK45,4009,93
360470662001000,36047066200,BK45,4009,42
360470662001001,36047066200,BK45,4009,99
360470662001002,36047066200,BK45,4009,93
360470662001003,36047066200,BK45,4009,88
360470662001004,36047066200,BK45,4009,58
360470662001005,36047066200,BK45,4009,22
360470662001006,36047066200,BK45,4009,0
360470662001007,36047066200,BK45,4009,42
360470662001008,36047066200,BK45,4009,9
360470662001009,36047066200,BK45,4009,91
360470662001010,36047066200,BK45,4009,103
360470662001011,36047066200,BK45,4009,0
360470666000001,36047066600,BK99,4009,0
360470666000002,36047066600,BK99,4009,0
360470666001000,36047066600,BK99,4009,0
360470666001001,36047066600,BK99,4009,0
360470666001002,36047066600,BK99,4009,0
360470666001003,36047066600,BK99,4009,0
360470666001004,36047066600,BK99,4009,0
360470666001005,36047066600,BK99,4009,0
360470666001006,36047066600,BK99,4009,0
360470666001007,36047066600,BK99,4009,0
360470666001008,36047066600,BK99,4009,0
360470666001009,36047066600,BK99,4009,0
360470666001010,36047066600,BK99,4009,0
360470666001011,36047066600,BK99,4009,0
360470666001012,36047066600,BK99,4009,0
360470666001013,36047066600,BK99,4009,0
360470666001014,36047066600,BK99,4009,0
360470666001015,36047066600,BK99,4009,0
360470666001016,36047066600,BK99,4009,0
360470666001017,36047066600,BK99,4009,0
360470666001018,36047066600,BK99,4009,0
360470666001019,36047066600,BK99,4009,0
360470670001000,36047067000,BK45,4009,84
360470670001001,36047067000,BK45,4009,88
360470670001002,36047067000,BK45,4009,44
360470670001003,36047067000,BK45,4009,0
360470670001004,36047067000,BK45,4009,41
360470670001005,36047067000,BK45,4009,66
360470670002000,36047067000,BK45,4009,60
360470670002001,36047067000,BK45,4009,64
360470670002002,36047067000,BK45,4009,57
360470670002003,36047067000,BK45,4009,22
360470670002004,36047067000,BK45,4009,0
360470670002005,36047067000,BK45,4009,145
360470670002006,36047067000,BK45,4009,104
360470670002007,36047067000,BK45,4009,124
360470670002008,36047067000,BK45,4009,94
360470670002009,36047067000,BK45,4009,0
360470670002010,36047067000,BK45,4009,25
360470670002011,36047067000,BK45,4009,17
360470672001000,36047067200,BK58,4009,60
360470672001001,36047067200,BK58,4009,93
360470672001002,36047067200,BK58,4009,96
360470672001003,36047067200,BK58,4009,81
360470672001004,36047067200,BK58,4009,0
360470672001005,36047067200,BK58,4009,76
360470672001006,36047067200,BK58,4009,57
360470672001007,36047067200,BK58,4009,0
360470672001008,36047067200,BK58,4009,0
360470672001009,36047067200,BK58,4009,0
360470674001000,36047067400,BK58,4009,88
360470674001001,36047067400,BK58,4009,90
360470674001002,36047067400,BK58,4009,94
360470674001003,36047067400,BK58,4009,55
360470674001004,36047067400,BK58,4009,0
360470674001005,36047067400,BK58,4009,11
360470674002000,36047067400,BK58,4009,63
360470674002001,36047067400,BK58,4009,61
360470674002002,36047067400,BK58,4009,78
360470674002003,36047067400,BK58,4009,82
360470674002004,36047067400,BK58,4009,16
360470676001000,36047067600,BK58,4009,77
360470676001001,36047067600,BK58,4009,52
360470676001002,36047067600,BK58,4009,107
360470676001003,36047067600,BK58,4009,112
360470676002000,36047067600,BK58,4009,11
360470676002001,36047067600,BK58,4009,0
360470676002002,36047067600,BK58,4009,34
360470676002003,36047067600,BK58,4009,42
360470676002004,36047067600,BK58,4009,74
360470676002005,36047067600,BK58,4009,44
360470676002006,36047067600,BK58,4009,24
360470676002007,36047067600,BK58,4009,8
360470678001000,36047067800,BK58,4009,133
360470678001001,36047067800,BK58,4009,146
360470678001002,36047067800,BK58,4009,123
360470678001003,36047067800,BK58,4009,120
360470678002000,36047067800,BK58,4009,135
360470678002001,36047067800,BK58,4009,96
360470678002002,36047067800,BK58,4009,106
360470678002003,36047067800,BK58,4009,93
360470680001000,36047068000,BK58,4009,79
360470680001001,36047068000,BK58,4009,87
360470680001002,36047068000,BK58,4009,53
360470680001003,36047068000,BK58,4009,44
360470680002000,36047068000,BK58,4009,87
360470680002001,36047068000,BK58,4009,82
360470680002002,36047068000,BK58,4009,90
360470680002003,36047068000,BK58,4009,71
360470682001000,36047068200,BK58,4009,83
360470682001001,36047068200,BK58,4009,86
360470682001002,36047068200,BK58,4009,88
360470682001003,36047068200,BK58,4009,70
360470682001004,36047068200,BK58,4009,110
360470682002000,36047068200,BK58,4009,75
360470682002001,36047068200,BK58,4009,104
360470682002002,36047068200,BK58,4009,65
360470682002003,36047068200,BK58,4009,106
360470682002004,36047068200,BK58,4009,74
360470686001000,36047068600,BK45,4009,21
360470686001001,36047068600,BK45,4009,0
360470686001002,36047068600,BK45,4009,110
360470686001003,36047068600,BK45,4009,72
360470686001004,36047068600,BK45,4009,76
360470686002000,36047068600,BK45,4009,69
360470686002001,36047068600,BK45,4009,121
360470686002002,36047068600,BK45,4009,120
360470686002003,36047068600,BK45,4009,132
360470688001000,36047068800,BK58,4009,23
360470688001001,36047068800,BK58,4009,78
360470688001002,36047068800,BK58,4009,75
360470688001003,36047068800,BK58,4009,92
360470688001004,36047068800,BK58,4009,45
360470688002000,36047068800,BK58,4009,33
360470688002001,36047068800,BK58,4009,63
360470688002002,36047068800,BK58,4009,95
360470688002003,36047068800,BK58,4009,75
360470688002004,36047068800,BK58,4009,22
360470688002005,36047068800,BK58,4009,0
360470690001000,36047069000,BK58,4009,39
360470690001001,36047069000,BK58,4009,94
360470690001002,36047069000,BK58,4009,101
360470690001003,36047069000,BK58,4009,44
360470690002000,36047069000,BK58,4009,98
360470690002001,36047069000,BK58,4009,98
360470690002002,36047069000,BK58,4009,78
360470690002003,36047069000,BK58,4009,25
360470690002004,36047069000,BK58,4009,51
360470692001000,36047069200,BK58,4009,77
360470692001001,36047069200,BK58,4009,13
360470692001002,36047069200,BK58,4009,133
360470692001003,36047069200,BK58,4009,89
360470692001004,36047069200,BK58,4009,86
360470692001005,36047069200,BK58,4009,121
360470692002000,36047069200,BK58,4009,142
360470692002001,36047069200,BK58,4009,80
360470692002002,36047069200,BK58,4009,80
360470696011000,36047069601,BK45,4009,0
360470696011001,36047069601,BK45,4009,33
360470696011002,36047069601,BK45,4009,94
360470696011003,36047069601,BK45,4009,160
360470696011004,36047069601,BK45,4009,165
360470696011005,36047069601,BK45,4009,152
360470696011006,36047069601,BK45,4009,0
360470696011007,36047069601,BK45,4009,0
360470696012000,36047069601,BK45,4009,0
360470696012001,36047069601,BK45,4009,148
360470696012002,36047069601,BK45,4009,103
360470696012003,36047069601,BK45,4009,161
360470696012004,36047069601,BK45,4009,209
360470696012005,36047069601,BK45,4009,200
360470696012006,36047069601,BK45,4009,156
360470696021000,36047069602,BK45,4009,29
360470696021001,36047069602,BK45,4009,113
360470696021002,36047069602,BK45,4009,3
360470696021003,36047069602,BK45,4009,26
360470696021004,36047069602,BK45,4009,40
360470696021005,36047069602,BK45,4009,79
360470696021006,36047069602,BK45,4009,80
360470696022000,36047069602,BK45,4009,123
360470696022001,36047069602,BK45,4009,83
360470696022002,36047069602,BK45,4009,54
360470696022003,36047069602,BK45,4009,61
360470696022004,36047069602,BK45,4009,58
360470696022005,36047069602,BK45,4009,83
360470696022006,36047069602,BK45,4009,54
360470696022007,36047069602,BK45,4009,71
360470696022008,36047069602,BK45,4009,93
360470696022009,36047069602,BK45,4009,33
360470696022010,36047069602,BK45,4009,0
360470696022011,36047069602,BK45,4009,106
360470696022012,36047069602,BK45,4009,0
360470696022013,36047069602,BK45,4009,6
360470696022014,36047069602,BK45,4009,2
360470696023000,36047069602,BK45,4009,0
360470696023001,36047069602,BK45,4009,354
360470696023002,36047069602,BK45,4009,152
360470696023003,36047069602,BK45,4009,166
360470696023004,36047069602,BK45,4009,81
360470696023005,36047069602,BK45,4009,106
360470696023006,36047069602,BK45,4009,49
360470696023007,36047069602,BK45,4009,152
360470696023008,36047069602,BK45,4009,0
360470696023009,36047069602,BK45,4009,49
360470698001000,36047069800,BK45,4009,46
360470698001001,36047069800,BK45,4009,3
360470698001002,36047069800,BK45,4009,0
360470698001003,36047069800,BK45,4009,41
360470698001004,36047069800,BK45,4009,42
360470698001005,36047069800,BK45,4009,78
360470698002000,36047069800,BK45,4009,41
360470698002001,36047069800,BK45,4009,73
360470698002002,36047069800,BK45,4009,24
360470698002003,36047069800,BK45,4009,5
360470698002004,36047069800,BK45,4009,62
360470698002005,36047069800,BK45,4009,9
360470698002006,36047069800,BK45,4009,0
360470698002007,36047069800,BK45,4009,80
360470698002008,36047069800,BK45,4009,5
360470700001000,36047070000,BK45,4009,41
360470700001001,36047070000,BK45,4009,57
360470700001002,36047070000,BK45,4009,59
360470700001003,36047070000,BK45,4009,66
360470700001004,36047070000,BK45,4009,44
360470700002000,36047070000,BK45,4009,62
360470700002001,36047070000,BK45,4009,28
360470700002002,36047070000,BK45,4009,14
360470700002003,36047070000,BK45,4009,0
360470700002004,36047070000,BK45,4009,0
360470700002005,36047070000,BK45,4009,0
360470700002006,36047070000,BK45,4009,42
360470700002007,36047070000,BK45,4009,71
360470700002008,36047070000,BK45,4009,218
360470702011000,36047070201,BK45,4009,0
360470702011001,36047070201,BK45,4009,61
360470702011002,36047070201,BK45,4009,34
360470702011003,36047070201,BK45,4009,38
360470702011004,36047070201,BK45,4009,26
360470702011005,36047070201,BK45,4009,31
360470702011006,36047070201,BK45,4009,26
360470702011007,36047070201,BK45,4009,20
360470702011008,36047070201,BK45,4009,0
360470702011009,36047070201,BK45,4009,14
360470702011010,36047070201,BK45,4009,18
360470702011011,36047070201,BK45,4009,25
360470702012000,36047070201,BK45,4009,20
360470702012001,36047070201,BK45,4009,31
360470702012002,36047070201,BK45,4009,29
360470702012003,36047070201,BK45,4009,19
360470702012004,36047070201,BK45,4009,30
360470702012005,36047070201,BK45,4009,39
360470702012006,36047070201,BK45,4009,65
360470702012007,36047070201,BK45,4009,53
360470702012008,36047070201,BK45,4009,22
360470702012009,36047070201,BK45,4009,12
360470702012010,36047070201,BK45,4009,12
360470702012011,36047070201,BK45,4009,15
360470702013000,36047070201,BK45,4009,0
360470702013001,36047070201,BK45,4009,42
360470702013002,36047070201,BK45,4009,5
360470702013003,36047070201,BK45,4009,21
360470702013004,36047070201,BK45,4009,43
360470702013005,36047070201,BK45,4009,21
360470702013006,36047070201,BK45,4009,13
360470702013007,36047070201,BK45,4009,10
360470702013008,36047070201,BK45,4009,50
360470702013009,36047070201,BK45,4009,33
360470702013010,36047070201,BK45,4009,26
360470702013011,36047070201,BK45,4009,14
360470702013012,36047070201,BK45,4009,15
360470702013013,36047070201,BK45,4009,17
360470702013014,36047070201,BK45,4009,29
360470702013015,36047070201,BK45,4009,13
360470702013016,36047070201,BK45,4009,4
360470702014000,36047070201,BK45,4009,46
360470702014001,36047070201,BK45,4009,44
360470702014002,36047070201,BK45,4009,43
360470702014003,36047070201,BK45,4009,64
360470702014004,36047070201,BK45,4009,67
360470702014005,36047070201,BK45,4009,80
360470702014006,36047070201,BK45,4009,68
360470702014007,36047070201,BK45,4009,53
360470702014008,36047070201,BK45,4009,87
360470702014009,36047070201,BK45,4009,78
360470702014010,36047070201,BK45,4009,98
360470702014011,36047070201,BK45,4009,43
360470702015000,36047070201,BK45,4009,0
360470702015001,36047070201,BK45,4009,136
360470702015002,36047070201,BK45,4009,132
360470702015003,36047070201,BK45,4009,116
360470702015004,36047070201,BK45,4009,130
360470702015005,36047070201,BK45,4009,95
360470702015006,36047070201,BK45,4009,37
360470702015007,36047070201,BK45,4009,104
360470702015008,36047070201,BK45,4009,6
360470702015009,36047070201,BK45,4009,28
360470702015010,36047070201,BK45,4009,34
360470702015011,36047070201,BK45,4009,0
360470702015012,36047070201,BK45,4009,6
360470702020001,36047070202,BK99,4009,0
360470702021000,36047070202,BK99,4009,15
360470702021001,36047070202,BK99,4009,0
360470702021002,36047070202,BK99,4009,7
360470702021003,36047070202,BK99,4009,0
360470702021004,36047070202,BK99,4009,0
360470702021005,36047070202,BK99,4009,0
360470702021006,36047070202,BK99,4009,0
360470702021007,36047070202,BK99,4009,0
360470702030001,36047070203,BK99,4009,0
360470702031000,36047070203,BK99,4009,0
360470702031001,36047070203,BK99,4009,0
360470702031002,36047070203,BK99,4009,0
360470702031003,36047070203,BK99,4009,0
360470702031004,36047070203,BK99,4009,0
360470702031005,36047070203,BK99,4009,0
360470702031006,36047070203,BK99,4009,0
360470702031007,36047070203,BK99,4009,0
360470702031008,36047070203,BK99,4009,0
360470702031009,36047070203,BK99,4009,0
360470702031010,36047070203,BK99,4009,0
360470702031011,36047070203,BK99,4009,0
360470702031012,36047070203,BK99,4009,0
360470702031013,36047070203,BK99,4009,0
360470702031014,36047070203,BK99,4009,0
360470702031015,36047070203,BK99,4009,0
360470706000001,36047070600,BK45,4009,0
360470706000002,36047070600,BK45,4009,0
360470706001000,36047070600,BK45,4009,49
360470706001001,36047070600,BK45,4009,50
360470706001002,36047070600,BK45,4009,53
360470706001003,36047070600,BK45,4009,50
360470706001004,36047070600,BK45,4009,57
360470706001005,36047070600,BK45,4009,57
360470706001006,36047070600,BK45,4009,70
360470706001007,36047070600,BK45,4009,60
360470706001008,36047070600,BK45,4009,46
360470706001009,36047070600,BK45,4009,53
360470706001010,36047070600,BK45,4009,60
360470706001011,36047070600,BK45,4009,36
360470706002000,36047070600,BK45,4009,0
360470706002001,36047070600,BK45,4009,0
360470706002002,36047070600,BK45,4009,43
360470706002003,36047070600,BK45,4009,8
360470706002004,36047070600,BK45,4009,20
360470706002005,36047070600,BK45,4009,54
360470706002006,36047070600,BK45,4009,49
360470706002007,36047070600,BK45,4009,42
360470706002008,36047070600,BK45,4009,45
360470706002009,36047070600,BK45,4009,48
360470706002010,36047070600,BK45,4009,0
360470706002011,36047070600,BK45,4009,39
360470706002012,36047070600,BK45,4009,0
360470706002013,36047070600,BK45,4009,89
360470706002014,36047070600,BK45,4009,0
360470706002015,36047070600,BK45,4009,0
360470720001000,36047072000,BK58,4009,0
360470720001001,36047072000,BK58,4009,59
360470720001002,36047072000,BK58,4009,64
360470720001003,36047072000,BK58,4009,28
360470720001004,36047072000,BK58,4009,15
360470720001005,36047072000,BK58,4009,8
360470720001006,36047072000,BK58,4009,0
360470720001007,36047072000,BK58,4009,163
360470720001008,36047072000,BK58,4009,182
360470720001009,36047072000,BK58,4009,162
360470722001000,36047072200,BK58,4009,0
360470722001001,36047072200,BK58,4009,0
360470722001002,36047072200,BK58,4009,0
360470722001003,36047072200,BK58,4009,77
360470722001004,36047072200,BK58,4009,135
360470722001005,36047072200,BK58,4009,109
360470722001006,36047072200,BK58,4009,80
360470722001007,36047072200,BK58,4009,0
360470722001008,36047072200,BK58,4009,126
360470722001009,36047072200,BK58,4009,0
360470722002000,36047072200,BK58,4009,123
360470722002001,36047072200,BK58,4009,116
360470722002002,36047072200,BK58,4009,55
360470722002003,36047072200,BK58,4009,57
360470722002004,36047072200,BK58,4009,89
360470722002005,36047072200,BK58,4009,0
360470724001000,36047072400,BK58,4009,95
360470724001001,36047072400,BK58,4009,129
360470724001002,36047072400,BK58,4009,138
360470724002000,36047072400,BK58,4009,120
360470724002001,36047072400,BK58,4009,88
360470724002002,36047072400,BK58,4009,0
360470724002003,36047072400,BK58,4009,0
360470724002004,36047072400,BK58,4009,18
360470724002005,36047072400,BK58,4009,52
360470724002006,36047072400,BK58,4009,36
360470724002007,36047072400,BK58,4009,0
360470724002008,36047072400,BK58,4009,0
360470726001000,36047072600,BK58,4009,74
360470726001001,36047072600,BK58,4009,0
360470726001002,36047072600,BK58,4009,0
360470726001003,36047072600,BK58,4009,0
360470726001004,36047072600,BK58,4009,17
360470726001005,36047072600,BK58,4009,0
360470726001006,36047072600,BK58,4009,0
360470726001007,36047072600,BK58,4009,0
360470726001008,36047072600,BK58,4009,63
360470726001009,36047072600,BK58,4009,58
360470726001010,36047072600,BK58,4009,15
360470726001011,36047072600,BK58,4009,53
360470726001012,36047072600,BK58,4009,11
360470726001013,36047072600,BK58,4009,0
360470726001014,36047072600,BK58,4009,86
360470726001015,36047072600,BK58,4009,101
360470726001016,36047072600,BK58,4009,79
360470726001017,36047072600,BK58,4009,81
360470726001018,36047072600,BK58,4009,70
360470726001019,36047072600,BK58,4009,0
360470728001000,36047072800,BK58,4009,0
360470728001001,36047072800,BK58,4009,13
360470728001002,36047072800,BK58,4009,72
360470728001003,36047072800,BK58,4009,201
360470728001004,36047072800,BK58,4009,201
360470728001005,36047072800,BK58,4009,211
360470728001006,36047072800,BK58,4009,205
360470728001007,36047072800,BK58,4009,158
360470728002000,36047072800,BK58,4009,54
360470728002001,36047072800,BK58,4009,98
360470728002002,36047072800,BK58,4009,83
360470728002003,36047072800,BK58,4009,82
360470730001000,36047073000,BK58,4009,0
360470730001001,36047073000,BK58,4009,31
360470730001002,36047073000,BK58,4009,41
360470730001003,36047073000,BK58,4009,35
360470730001004,36047073000,BK58,4009,36
360470730001005,36047073000,BK58,4009,86
360470730001006,36047073000,BK58,4009,96
360470730001007,36047073000,BK58,4009,64
360470730002000,36047073000,BK58,4009,0
360470730002001,36047073000,BK58,4009,6
360470730002002,36047073000,BK58,4009,32
360470730002003,36047073000,BK58,4009,65
360470730002004,36047073000,BK58,4009,86
360470730002005,36047073000,BK58,4009,99
360470730002006,36047073000,BK58,4009,0
360470732001000,36047073200,BK58,4009,76
360470732001001,36047073200,BK58,4009,1
360470732001002,36047073200,BK58,4009,61
360470732001003,36047073200,BK58,4009,79
360470732001004,36047073200,BK58,4009,141
360470732001005,36047073200,BK58,4009,0
360470732001006,36047073200,BK58,4009,0
360470732001007,36047073200,BK58,4009,14
360470732002000,36047073200,BK58,4009,57
360470732002001,36047073200,BK58,4009,33
360470732002002,36047073200,BK58,4009,84
360470732002003,36047073200,BK58,4009,95
360470732002004,36047073200,BK58,4009,95
360470734001000,36047073400,BK58,4009,79
360470734001001,36047073400,BK58,4009,99
360470734001002,36047073400,BK58,4009,74
360470734001003,36047073400,BK58,4009,0
360470734002000,36047073400,BK58,4009,91
360470734002001,36047073400,BK58,4009,102
360470734002002,36047073400,BK58,4009,117
360470734002003,36047073400,BK58,4009,60
360470736001000,36047073600,BK58,4009,271
360470736001001,36047073600,BK58,4009,143
360470736001002,36047073600,BK58,4009,119
360470736001003,36047073600,BK58,4009,0
360470736002000,36047073600,BK58,4009,164
360470736002001,36047073600,BK58,4009,132
360470736002002,36047073600,BK58,4009,26
360470736002003,36047073600,BK58,4009,25
360470736003000,36047073600,BK58,4009,51
360470736003001,36047073600,BK58,4009,145
360470736003002,36047073600,BK58,4009,60
360470736003003,36047073600,BK58,4009,1
360470736003004,36047073600,BK58,4009,71
360470738001000,36047073800,BK58,4009,121
360470738001001,36047073800,BK58,4009,160
360470738001002,36047073800,BK58,4009,114
360470738001003,36047073800,BK58,4009,44
360470738002000,36047073800,BK58,4009,64
360470738002001,36047073800,BK58,4009,121
360470738002002,36047073800,BK58,4009,108
360470738002003,36047073800,BK58,4009,77
360470738003000,36047073800,BK58,4009,60
360470738003001,36047073800,BK58,4009,83
360470738003002,36047073800,BK58,4009,83
360470738003003,36047073800,BK58,4009,113
360470738003004,36047073800,BK58,4009,83
360470740001000,36047074000,BK58,4009,95
360470740001001,36047074000,BK58,4009,113
360470740001002,36047074000,BK58,4009,162
360470740001003,36047074000,BK58,4009,102
360470740001004,36047074000,BK58,4009,106
360470740001005,36047074000,BK58,4009,0
360470740002000,36047074000,BK58,4009,93
360470740002001,36047074000,BK58,4009,96
360470740002002,36047074000,BK58,4009,0
360470740002003,36047074000,BK58,4009,226
360470740002004,36047074000,BK58,4009,133
360470740002005,36047074000,BK58,4009,20
360470740002006,36047074000,BK58,4009,0
360470742001000,36047074200,BK58,4009,9
360470742001001,36047074200,BK58,4009,112
360470742001002,36047074200,BK58,4009,118
360470742001003,36047074200,BK58,4009,113
360470742001004,36047074200,BK58,4009,122
360470742001005,36047074200,BK58,4009,80
360470742002000,36047074200,BK58,4009,59
360470742002001,36047074200,BK58,4009,296
360470742002002,36047074200,BK58,4009,89
360470744001000,36047074400,BK58,4009,90
360470744001001,36047074400,BK58,4009,89
360470744001002,36047074400,BK58,4009,91
360470744001003,36047074400,BK58,4009,83
360470744002000,36047074400,BK58,4009,120
360470744002001,36047074400,BK58,4009,0
360470744002002,36047074400,BK58,4009,89
360470744002003,36047074400,BK58,4009,80
360470744002004,36047074400,BK58,4009,88
360470744002005,36047074400,BK58,4009,0
360470744002006,36047074400,BK58,4009,0
360470746001000,36047074600,BK58,4009,0
360470746001001,36047074600,BK58,4009,0
360470746001002,36047074600,BK58,4009,89
360470746001003,36047074600,BK58,4009,88
360470746001004,36047074600,BK58,4009,114
360470746001005,36047074600,BK58,4009,127
360470746001006,36047074600,BK58,4009,36
360470746001007,36047074600,BK58,4009,8
360470746002000,36047074600,BK58,4009,0
360470746002001,36047074600,BK58,4009,0
360470746002002,36047074600,BK58,4009,85
360470746002003,36047074600,BK58,4009,23
360470746002004,36047074600,BK58,4009,71
360470746002005,36047074600,BK58,4009,60
360470746002006,36047074600,BK58,4009,40
360470746002007,36047074600,BK58,4009,28
360470746002008,36047074600,BK58,4009,7
360470746002009,36047074600,BK58,4009,2
360470748001000,36047074800,BK43,4015,301
360470748001001,36047074800,BK43,4015,18
360470748001002,36047074800,BK43,4015,36
360470748001003,36047074800,BK43,4015,112
360470748002000,36047074800,BK43,4015,60
360470748002001,36047074800,BK43,4015,67
360470748002002,36047074800,BK43,4015,70
360470748002003,36047074800,BK43,4015,57
360470750001000,36047075000,BK43,4015,174
360470750001001,36047075000,BK43,4015,129
360470750001002,36047075000,BK43,4015,104
360470750001003,36047075000,BK43,4015,139
360470750002000,36047075000,BK43,4015,279
360470750002001,36047075000,BK43,4015,70
360470750002002,36047075000,BK43,4015,90
360470750002003,36047075000,BK43,4015,83
360470752001000,36047075200,BK43,4015,59
360470752001001,36047075200,BK43,4015,45
360470752001002,36047075200,BK43,4015,39
360470752001003,36047075200,BK43,4015,43
360470752001004,36047075200,BK43,4015,36
360470752001005,36047075200,BK43,4015,40
360470752001006,36047075200,BK43,4015,40
360470752001007,36047075200,BK43,4015,56
360470754001000,36047075400,BK43,4015,70
360470754001001,36047075400,BK43,4015,45
360470754001002,36047075400,BK43,4015,68
360470754001003,36047075400,BK43,4015,68
360470754002000,36047075400,BK43,4015,64
360470754002001,36047075400,BK43,4015,73
360470754002002,36047075400,BK43,4015,61
360470754002003,36047075400,BK43,4015,50
360470756001000,36047075600,BK43,4015,29
360470756001001,36047075600,BK43,4015,74
360470756001002,36047075600,BK43,4015,181
360470756001003,36047075600,BK43,4015,139
360470756002000,36047075600,BK43,4015,70
360470756002001,36047075600,BK43,4015,55
360470756002002,36047075600,BK43,4015,61
360470756002003,36047075600,BK43,4015,149
360470758001000,36047075800,BK43,4015,36
360470758001001,36047075800,BK43,4015,40
360470758001002,36047075800,BK43,4015,39
360470758001003,36047075800,BK43,4015,5
360470758001004,36047075800,BK43,4015,26
360470758001005,36047075800,BK43,4015,43
360470758001006,36047075800,BK43,4015,30
360470758001007,36047075800,BK43,4015,33
360470758001008,36047075800,BK43,4015,38
360470758002000,36047075800,BK43,4015,37
360470758002001,36047075800,BK43,4015,298
360470758002002,36047075800,BK43,4015,16
360470758002003,36047075800,BK43,4015,57
360470760001000,36047076000,BK43,4015,47
360470760001001,36047076000,BK43,4015,47
360470760001002,36047076000,BK43,4015,48
360470760001003,36047076000,BK43,4015,48
360470760002000,36047076000,BK43,4015,62
360470760002001,36047076000,BK43,4015,213
360470760002002,36047076000,BK43,4015,157
360470760003000,36047076000,BK43,4015,401
360470760003001,36047076000,BK43,4015,96
360470762001000,36047076200,BK43,4015,49
360470762001001,36047076200,BK43,4015,36
360470762001002,36047076200,BK43,4015,282
360470762002000,36047076200,BK43,4015,46
360470762002001,36047076200,BK43,4015,43
360470762002002,36047076200,BK43,4015,513
360470762003000,36047076200,BK43,4015,346
360470762003001,36047076200,BK43,4015,380
360470764001000,36047076400,BK42,4015,431
360470764001001,36047076400,BK42,4015,41
360470764002000,36047076400,BK42,4015,379
360470764002001,36047076400,BK42,4015,32
360470764003000,36047076400,BK42,4015,149
360470764003001,36047076400,BK42,4015,17
360470764003002,36047076400,BK42,4015,18
360470764003003,36047076400,BK42,4015,223
360470766001000,36047076600,BK42,4015,58
360470766001001,36047076600,BK42,4015,329
360470766001002,36047076600,BK42,4015,303
360470766001003,36047076600,BK42,4015,45
360470768001000,36047076800,BK43,4015,75
360470768001001,36047076800,BK43,4015,0
360470768001002,36047076800,BK43,4015,89
360470768001003,36047076800,BK43,4015,2
360470768001004,36047076800,BK43,4015,0
360470768001005,36047076800,BK43,4015,0
360470768001006,36047076800,BK43,4015,36
360470768001007,36047076800,BK43,4015,115
360470768001008,36047076800,BK43,4015,0
360470768001009,36047076800,BK43,4015,0
360470768001010,36047076800,BK43,4015,0
360470768001011,36047076800,BK43,4015,0
360470768002000,36047076800,BK43,4015,117
360470768002001,36047076800,BK43,4015,61
360470768002002,36047076800,BK43,4015,59
360470768002003,36047076800,BK43,4015,74
360470768002004,36047076800,BK43,4015,21
360470768002005,36047076800,BK43,4015,17
360470768002006,36047076800,BK43,4015,0
360470768002007,36047076800,BK43,4015,30
360470768003000,36047076800,BK43,4015,30
360470768003001,36047076800,BK43,4015,2
360470768003002,36047076800,BK43,4015,38
360470768003003,36047076800,BK43,4015,22
360470768003004,36047076800,BK43,4015,127
360470768003005,36047076800,BK43,4015,210
360470768003006,36047076800,BK43,4015,48
360470768003007,36047076800,BK43,4015,136
360470770001000,36047077000,BK42,4015,127
360470770001001,36047077000,BK42,4015,159
360470770001002,36047077000,BK42,4015,275
360470770002000,36047077000,BK42,4015,187
360470770002001,36047077000,BK42,4015,60
360470770002002,36047077000,BK42,4015,40
360470770002003,36047077000,BK42,4015,33
360470770002004,36047077000,BK42,4015,33
360470770002005,36047077000,BK42,4015,44
360470770002006,36047077000,BK42,4015,115
360470772001000,36047077200,BK42,4015,195
360470772001001,36047077200,BK42,4015,87
360470772001002,36047077200,BK42,4015,57
360470772001003,36047077200,BK42,4015,54
360470772001004,36047077200,BK42,4015,116
360470772001005,36047077200,BK42,4015,64
360470772001006,36047077200,BK42,4015,0
360470772002000,36047077200,BK42,4015,253
360470772002001,36047077200,BK42,4015,0
360470772002002,36047077200,BK42,4015,0
360470772002003,36047077200,BK42,4015,0
