OBJECTID,boro,bct2020,centract2020
1593,Queens,4046700,36081046700
1594,Queens,4046800,36081046800
1595,Queens,4046901,36081046901
1596,Queens,4046902,36081046902
1597,Queens,4047000,36081047000
1598,Queens,4047200,36081047200
1599,Queens,4047300,36081047300
1600,Queens,4047600,36081047600
1601,Queens,4047801,36081047801
1602,Queens,4047802,36081047802
1603,Queens,4048000,36081048000
1604,Queens,4048100,36081048100
1605,Queens,4048200,36081048200
1606,Queens,4048400,36081048400
1607,Queens,4048900,36081048900
1608,Queens,4049201,36081049201
1609,Queens,4049202,36081049202
1610,Queens,4049301,36081049301
1611,Queens,4049302,36081049302
1612,Queens,4049500,36081049500
1613,Queens,4049600,36081049600
1614,Queens,4049700,36081049700
1615,Queens,4049900,36081049900
1616,Queens,4050000,36081050000
1617,Queens,4050201,36081050201
1618,Queens,4050202,36081050202
1619,Queens,4050400,36081050400
1620,Queens,4050500,36081050500
1621,Queens,4050600,36081050600
1622,Queens,4050800,36081050800
1623,Queens,4051000,36081051000
1624,Queens,4051100,36081051100
1625,Queens,4051200,36081051200
1626,Queens,4051300,36081051300
1627,Queens,4051600,36081051600
1628,Queens,4051700,36081051700
1629,Queens,4051800,36081051800
1630,Queens,4052000,36081052000
1631,Queens,4052100,36081052100
1632,Queens,4052200,36081052200
1633,Queens,4052400,36081052400
1634,Queens,4052500,36081052500
1635,Queens,4052600,36081052600
1636,Queens,4052800,36081052800
1637,Queens,4053000,36081053000
1638,Queens,4053100,36081053100
1639,Queens,4053200,36081053200
1640,Queens,4053401,36081053401
1641,Queens,4053501,36081053501
1642,Queens,4053502,36081053502
1643,Queens,4053601,36081053601
1644,Queens,4053800,36081053800
1645,Queens,4053901,36081053901
1646,Queens,4053902,36081053902
1647,Queens,4054000,36081054000
1648,Queens,4054200,36081054200
1649,Queens,4054500,36081054500
1650,Queens,4054700,36081054700
1651,Queens,4054800,36081054800
1652,Queens,4054900,36081054900
1653,Queens,4055100,36081055100
1654,Queens,4055200,36081055200
1655,Queens,4055300,36081055300
1656,Queens,4055400,36081055400
1657,Queens,4055500,36081055500
1658,Queens,4055600,36081055600
1659,Queens,4055700,36081055700
1660,Queens,4055800,36081055800
1661,Queens,4055900,36081055900
1662,Queens,4056100,36081056100
1663,Queens,4056200,36081056200
1664,Queens,4056400,36081056400
1665,Queens,4056500,36081056500
1666,Queens,4056600,36081056600
1667,Queens,4056700,36081056700
1668,Queens,4056800,36081056800
1669,Queens,4057700,36081057700
1670,Queens,4057900,36081057900
1671,Queens,4058000,36081058000
1672,Queens,4058200,36081058200
1673,Queens,4058500,36081058500
1674,Queens,4058700,36081058700
1675,Queens,4058900,36081058900
1676,Queens,4059000,36081059000
1677,Queens,4059100,36081059100
1678,Queens,4059200,36081059200
1679,Queens,4059300,36081059300
1680,Queens,4059400,36081059400
1681,Queens,4059501,36081059501
1682,Queens,4059600,36081059600
1683,Queens,4059800,36081059800
1684,Queens,4059900,36081059900
1685,Queens,4060000,36081060000
1686,Queens,4060600,36081060600
1687,Queens,4060701,36081060701
1688,Queens,4060800,36081060800
1689,Queens,4061000,36081061000
1690,Queens,4061200,36081061200
1691,Queens,4061301,36081061301
1692,Queens,4061302,36081061302
1693,Queens,4061400,36081061400
1694,Queens,4061601,36081061601
1695,Queens,4061602,36081061602
1696,Queens,4061800,36081061800
1697,Queens,4061900,36081061900
1698,Queens,4062200,36081062200
1699,Queens,4062300,36081062300
1700,Queens,4062500,36081062500
1701,Queens,4062600,36081062600
1702,Queens,4062700,36081062700
1703,Queens,4062900,36081062900
1704,Queens,4063200,36081063200
1705,Queens,4063301,36081063301
1706,Queens,4063800,36081063800
1707,Queens,4064101,36081064101
1708,Queens,4064500,36081064500
1709,Queens,4064600,36081064600
1710,Queens,4065000,36081065000
1711,Queens,4065401,36081065401
1712,Queens,4065600,36081065600
1713,Queens,4065702,36081065702
1714,Queens,4065703,36081065703
1715,Queens,4066000,36081066000
1716,Queens,4066301,36081066301
1717,Queens,4066402,36081066402
1718,Queens,4066403,36081066403
1719,Queens,4066701,36081066701
1720,Queens,4067100,36081067100
1721,Queens,4067700,36081067700
1722,Queens,4067900,36081067900
1723,Queens,4068000,36081068000
1724,Queens,4068200,36081068200
1725,Queens,4068300,36081068300
1726,Queens,4068700,36081068700
1727,Queens,4069000,36081069000
1728,Queens,4069300,36081069300
1729,Queens,4069400,36081069400
1730,Queens,4069500,36081069500
1731,Queens,4069701,36081069701
1732,Queens,4069702,36081069702
1733,Queens,4070300,36081070300
1734,Queens,4070700,36081070700
1735,Queens,4070900,36081070900
1736,Queens,4071100,36081071100
1737,Queens,4071303,36081071303
1738,Queens,4071304,36081071304
1739,Queens,4071305,36081071305
1740,Queens,4071306,36081071306
1741,Queens,4071701,36081071701
1742,Queens,4071702,36081071702
1743,Queens,4071900,36081071900
1744,Queens,4072100,36081072100
1745,Queens,4072300,36081072300
1746,Queens,4072900,36081072900
1747,Queens,4073700,36081073700
1748,Queens,4073900,36081073900
1749,Queens,4074100,36081074100
1750,Queens,4074300,36081074300
1751,Queens,4074500,36081074500
1752,Queens,4074700,36081074700
1753,Queens,4075701,36081075701
1754,Queens,4075702,36081075702
1755,Queens,4077902,36081077902
1756,Queens,4077903,36081077903
1757,Queens,4077904,36081077904
1758,Queens,4077905,36081077905
1759,Queens,4077906,36081077906
1760,Queens,4077907,36081077907
1761,Queens,4077908,36081077908
1762,Queens,4078800,36081078800
1763,Queens,4079000,36081079000
1764,Queens,4079200,36081079200
1765,Queens,4079701,36081079701
1766,Queens,4079702,36081079702
1767,Queens,4079900,36081079900
1768,Queens,4080301,36081080301
1769,Queens,4080302,36081080302
1770,Queens,4081400,36081081400
1771,Queens,4081800,36081081800
1772,Queens,4083700,36081083700
1773,Queens,4083800,36081083800
1774,Queens,4084000,36081084000
1775,Queens,4084500,36081084500
1776,Queens,4084601,36081084601
1777,Queens,4084602,36081084602
1778,Queens,4084901,36081084901
1779,Queens,4084902,36081084902
1780,Queens,4085700,36081085700
1781,Queens,4085900,36081085900
1782,Queens,4086100,36081086100
1783,Queens,4086400,36081086400
1784,Queens,4086500,36081086500
1785,Queens,4086900,36081086900
1786,Queens,4087100,36081087100
1787,Queens,4088400,36081088400
1788,Queens,4088902,36081088902
1789,Queens,4088903,36081088903
1790,Queens,4089201,36081089201
1791,Queens,4091603,36081091603
1792,Queens,4091800,36081091800
1793,Queens,4092200,36081092200
1794,Queens,4092500,36081092500
1795,Queens,4092800,36081092800
1796,Queens,4092900,36081092900
1797,Queens,4093401,36081093401
1798,Queens,4093402,36081093402
1799,Queens,4093800,36081093800
1800,Queens,4094203,36081094203
1801,Queens,4094500,36081094500
1802,Queens,4094700,36081094700
1803,Queens,4095400,36081095400
1804,Queens,4096400,36081096400
1805,Queens,4097204,36081097204
1806,Queens,4097205,36081097205
1807,Queens,4097206,36081097206
1808,Queens,4097207,36081097207
1809,Queens,4099703,36081099703
1810,Queens,4099704,36081099704
1811,Queens,4099705,36081099705
1812,Queens,4099801,36081099801
1813,Queens,4099802,36081099802
1814,Queens,4099900,36081099900
1815,Queens,4100801,36081100801
1816,Queens,4100803,36081100803
1817,Queens,4100804,36081100804
1818,Queens,4101002,36081101002
1819,Queens,4101003,36081101003
1820,Queens,4101004,36081101004
1821,Queens,4103201,36081103201
1822,Queens,4103202,36081103202
1823,Queens,4103300,36081103300
1824,Queens,4103900,36081103900
1825,Queens,4104700,36081104700
1826,Queens,4105900,36081105900
1827,Queens,4107201,36081107201
1828,Queens,4107202,36081107202
1829,Queens,4108500,36081108500
1830,Queens,4109300,36081109300
1831,Queens,4109700,36081109700
1832,Queens,4109900,36081109900
1833,Queens,4113300,36081113300
1834,Queens,4113900,36081113900
1835,Queens,4114100,36081114100
1836,Queens,4114700,36081114700
1837,Queens,4115100,36081115100
1838,Queens,4115500,36081115500
1839,Queens,4115700,36081115700
1840,Queens,4115900,36081115900
1841,Queens,4116100,36081116100
1842,Queens,4116301,36081116301
1843,Queens,4117100,36081117100
1844,Queens,4117500,36081117500
1845,Queens,4118100,36081118100
1846,Queens,4118500,36081118500
1847,Queens,4118700,36081118700
1848,Queens,4118900,36081118900
1849,Queens,4119100,36081119100
1850,Queens,4119300,36081119300
1851,Queens,4119500,36081119500
1852,Queens,4119900,36081119900
1853,Queens,4120100,36081120100
1854,Queens,4120300,36081120300
1855,Queens,4120500,36081120500
1856,Queens,4120701,36081120701
1857,Queens,4120702,36081120702
1858,Queens,4121500,36081121500
1859,Queens,4122300,36081122300
1860,Queens,4122703,36081122703
1861,Queens,4122704,36081122704
1862,Queens,4124100,36081124100
1863,Queens,4124700,36081124700
1864,Queens,4126500,36081126500
1865,Queens,4129102,36081129102
1866,Queens,4129103,36081129103
1867,Queens,4129104,36081129104
1868,Queens,4130100,36081130100
1869,Queens,4133900,36081133900
1870,Queens,4134100,36081134100
1871,Queens,4134701,36081134701
1872,Queens,4134702,36081134702
1873,Queens,4136700,36081136700
1874,Queens,4137700,36081137700
1875,Queens,4138501,36081138501
1876,Queens,4138502,36081138502
1877,Queens,4140300,36081140300
1878,Queens,4140901,36081140901
1879,Queens,4140902,36081140902
1880,Queens,4141700,36081141700
1881,Queens,4142900,36081142900
1882,Queens,4144100,36081144100
1883,Queens,4144700,36081144700
1884,Queens,4145101,36081145101
1885,Queens,4145102,36081145102
1886,Queens,4145900,36081145900
1887,Queens,4146300,36081146300
1888,Queens,4146700,36081146700
1889,Queens,4147100,36081147100
1890,Queens,4147900,36081147900
1891,Queens,4150701,36081150701
1892,Queens,4150702,36081150702
1893,Queens,4152901,36081152901
1894,Queens,4152902,36081152902
1895,Queens,4155101,36081155101
1896,Queens,4155103,36081155103
1897,Queens,4155104,36081155104
1898,Queens,4156700,36081156700
1899,Queens,4157101,36081157101
1900,Queens,4157102,36081157102
1901,Queens,4157902,36081157902
1902,Bronx,2006000,36005006000
1903,Bronx,2036100,36005036100
1904,Bronx,2012701,36005012701
1905,Bronx,2015900,36005015900
1906,Bronx,2020501,36005020501
1907,Bronx,2020502,36005020502
1908,Bronx,2039902,36005039902
1909,Bronx,2009000,36005009000
1910,Bronx,2000400,36005000400
1911,Queens,4093900,36081093900
1912,Brooklyn,3000100,36047000100
1913,Brooklyn,3005900,36047005900
1914,Brooklyn,3006500,36047006500
1915,Brooklyn,3052300,36047052300
1916,Brooklyn,3052500,36047052500
1917,Brooklyn,3051300,36047051300
1918,Brooklyn,3052700,36047052700
1919,Brooklyn,3073800,36047073800
1920,Bronx,2042600,36005042600
1921,Manhattan,1004200,36061004200
1922,Manhattan,1003800,36061003800
1923,Manhattan,1005700,36061005700
1924,Manhattan,1000900,36061000900
1925,Manhattan,1001001,36061001001
1926,Manhattan,1001501,36061001501
1927,Manhattan,1002901,36061002901
1928,Manhattan,1002700,36061002700
1929,Manhattan,1002902,36061002902
1930,Manhattan,1000700,36061000700
1931,Manhattan,1001502,36061001502
1932,Manhattan,1004800,36061004800
1933,Manhattan,1004400,36061004400
1934,Manhattan,1006000,36061006000
1935,Manhattan,1006400,36061006400
1936,Manhattan,1022900,36061022900
1937,Manhattan,1023300,36061023300
1938,Staten Island,5016901,36085016901
1939,Staten Island,5017007,36085017007
1940,Staten Island,5017013,36085017013
1941,Manhattan,1031703,36061031703
1942,Manhattan,1017800,36061017800
1943,Manhattan,1024000,36061024000
1944,Manhattan,1031704,36061031704
1945,Manhattan,1000500,36061000500
1946,Queens,4003700,36081003700
1947,Queens,4008700,36081008700
1948,Queens,4031700,36081031700
1949,Queens,4071600,36081071600
1950,Queens,4094201,36081094201
1951,Queens,4094202,36081094202
1952,Queens,4111300,36081111300
1953,Queens,4148300,36081148300
1954,Queens,4080900,36081080900
1955,Queens,4122702,36081122702
1956,Queens,4125700,36081125700
1957,Queens,4126700,36081126700
1958,Queens,4139900,36081139900
1959,Queens,4143500,36081143500
1960,Queens,4157901,36081157901
1961,Queens,4157903,36081157903
1962,Queens,4001902,36081001902
1963,Queens,4003301,36081003301
1964,Queens,4042400,36081042400
1965,Queens,4043400,36081043400
1966,Queens,4042600,36081042600
1967,Queens,4043200,36081043200
1968,Queens,4045200,36081045200
1969,Queens,4045400,36081045400
1970,Queens,4005900,36081005900
1971,Queens,4006100,36081006100
1972,Queens,4058100,36081058100
1973,Queens,4058300,36081058300
1974,Staten Island,5015602,36085015602
1975,Staten Island,5017011,36085017011
1976,Staten Island,5011401,36085011401
1977,Manhattan,1023501,36061023501
1978,Manhattan,1024302,36061024302
1979,Brooklyn,3080600,36047080600
1980,Brooklyn,3081000,36047081000
1981,Brooklyn,3082400,36047082400
1982,Brooklyn,3085600,36047085600
1983,Queens,4047500,36081047500
1984,Queens,4047900,36081047900
1985,Queens,4062000,36081062000
1986,Queens,4063000,36081063000
1987,Bronx,2019300,36005019300
1988,Bronx,2020100,36005020100
1989,Manhattan,1021900,36061021900
1990,Manhattan,1022302,36061022302
1991,Queens,4127700,36081127700
1992,Queens,4133300,36081133300
1993,Brooklyn,3074400,36047074400
1994,Brooklyn,3074600,36047074600
1995,Manhattan,1011600,36061011600
1996,Manhattan,1012400,36061012400
1997,Bronx,2021200,36005021200
1998,Bronx,2022200,36005022200
1999,Manhattan,1011700,36061011700
2000,Brooklyn,3044902,36047044902
2001,Brooklyn,3002901,36047002901
2002,Brooklyn,3003101,36047003101
2003,Queens,4065501,36081065501
2004,Brooklyn,3053900,36047053900
2005,Brooklyn,3054500,36047054500
2006,Manhattan,1027900,36061027900
2007,Manhattan,1028300,36061028300
2008,Manhattan,1028500,36061028500
2009,Brooklyn,3012600,36047012600
2010,Manhattan,1014401,36061014401
2011,Manhattan,1014402,36061014402
2012,Brooklyn,3000502,36047000502
2013,Brooklyn,3001300,36047001300
2014,Manhattan,1000800,36061000800
2015,Manhattan,1001600,36061001600
2016,Queens,4037100,36081037100
2017,Bronx,2008900,36005008900
2018,Queens,4034700,36081034700
2019,Staten Island,5018100,36085018100
2020,Manhattan,1028700,36061028700
2021,Staten Island,5018902,36085018902
2022,Staten Island,5027302,36085027302
2023,Manhattan,1029900,36061029900
2024,Manhattan,1000202,36061000202
2025,Manhattan,1001200,36061001200
2026,Staten Island,5012200,36085012200
2027,Staten Island,5013400,36085013400
2028,Queens,4029100,36081029100
2029,Queens,4029300,36081029300
2030,Staten Island,5021300,36085021300
2031,Brooklyn,3008400,36047008400
2032,Brooklyn,3017500,36047017500
2033,Staten Island,5032300,36085032300
2034,Queens,4112300,36081112300
2035,Queens,4112900,36081112900
2036,Bronx,2042901,36005042901
2037,Bronx,2043102,36005043102
2038,Staten Island,5000800,36085000800
2039,Staten Island,5002001,36085002001
2040,Brooklyn,3025400,36047025400
2041,Brooklyn,3025600,36047025600
2042,Queens,4026300,36081026300
2043,Queens,4059502,36081059502
2044,Brooklyn,3043200,36047043200
2045,Queens,4013600,36081013600
2046,Queens,4005400,36081005400
2047,Queens,4008600,36081008600
2048,Queens,4024500,36081024500
2049,Queens,4066401,36081066401
2050,Queens,4066404,36081066404
2051,Queens,4050700,36081050700
2052,Queens,4066900,36081066900
2053,Queens,4030600,36081030600
2054,Queens,4032000,36081032000
2055,Queens,4048500,36081048500
2056,Bronx,2009302,36005009302
2057,Staten Island,5017005,36085017005
2058,Staten Island,5020804,36085020804
2059,Queens,4014100,36081014100
2060,Queens,4012500,36081012500
2061,Queens,4013700,36081013700
2062,Queens,4029900,36081029900
2063,Brooklyn,3052000,36047052000
2064,Brooklyn,3152200,36047152200
2065,Bronx,2033700,36005033700
2066,Bronx,2038900,36005038900
2067,Staten Island,5031901,36085031901
2068,Staten Island,5031902,36085031902
2069,Brooklyn,3039800,36047039800
2070,Brooklyn,3040000,36047040000
2071,Bronx,2029301,36005029301
2072,Bronx,2029302,36005029302
2073,Staten Island,5023100,36085023100
2074,Staten Island,5023900,36085023900
2075,Queens,4013000,36081013000
2076,Brooklyn,3058902,36047058902
2077,Brooklyn,3059300,36047059300
2078,Brooklyn,3050600,36047050600
2079,Brooklyn,3050801,36047050801
2080,Manhattan,1015102,36061015102
2081,Staten Island,5020701,36085020701
2082,Staten Island,5022300,36085022300
2083,Queens,4073100,36081073100
2084,Queens,4074900,36081074900
2085,Brooklyn,3079802,36047079802
2086,Bronx,2042500,36005042500
2087,Queens,4026502,36081026502
2088,Queens,4048302,36081048302
2089,Queens,4026501,36081026501
2090,Queens,4048301,36081048301
2091,Brooklyn,3012902,36047012902
2092,Manhattan,1013501,36061013501
2093,Manhattan,1013502,36061013502
2094,Bronx,2002800,36005002800
2095,Bronx,2005200,36005005200
2096,Queens,4066100,36081066100
2097,Queens,4065900,36081065900
2098,Queens,4066501,36081066501
2099,Bronx,2020000,36005020000
2100,Bronx,2025600,36005025600
2101,Queens,4102900,36081102900
2102,Queens,4097300,36081097300
2103,Queens,4098100,36081098100
2104,Queens,4060100,36081060100
2105,Queens,4060300,36081060300
2106,Bronx,2012300,36005012300
2107,Brooklyn,3009002,36047009002
2108,Brooklyn,3011000,36047011000
2109,Brooklyn,3030400,36047030400
2110,Queens,4063302,36081063302
2111,Queens,4063500,36081063500
2112,Queens,4062100,36081062100
2113,Queens,4063700,36081063700
2114,Brooklyn,3062200,36047062200
2115,Brooklyn,3062800,36047062800
2116,Brooklyn,3066600,36047066600
2117,Brooklyn,3021300,36047021300
2118,Queens,4077500,36081077500
2119,Staten Island,5005000,36085005000
2120,Staten Island,5009601,36085009601
2121,Bronx,2039700,36005039700
2122,Bronx,2039300,36005039300
2123,Brooklyn,3031401,36047031401
2124,Brooklyn,3034800,36047034800
2125,Bronx,2029700,36005029700
2126,Bronx,2033500,36005033500
2127,Queens,4063900,36081063900
2128,Brooklyn,3024800,36047024800
2129,Brooklyn,3040800,36047040800
2130,Brooklyn,3042600,36047042600
2131,Brooklyn,3012000,36047012000
2132,Brooklyn,3012200,36047012200
2133,Queens,4000104,36081000104
2134,Queens,4000701,36081000701
2135,Queens,4046300,36081046300
2136,Queens,4047100,36081047100
2137,Brooklyn,3011800,36047011800
2138,Brooklyn,3021400,36047021400
2139,Bronx,2035000,36005035000
2140,Bronx,2035800,36005035800
2141,Bronx,2023800,36005023800
2142,Bronx,2024000,36005024000
2143,Queens,4076901,36081076901
2144,Queens,4076902,36081076902
2145,Queens,4077300,36081077300
2146,Queens,4024700,36081024700
2147,Queens,4024900,36081024900
2148,Queens,4026100,36081026100
2149,Brooklyn,3016100,36047016100
2150,Brooklyn,3016300,36047016300
2151,Manhattan,1021000,36061021000
2152,Manhattan,1021200,36061021200
2153,Bronx,2027600,36005027600
2154,Bronx,2028400,36005028400
2155,Manhattan,1015502,36061015502
2156,Manhattan,1015900,36061015900
2157,Brooklyn,3007000,36047007000
2158,Manhattan,1012901,36061012901
2159,Manhattan,1012902,36061012902
2160,Queens,4010701,36081010701
2161,Queens,4012301,36081012301
2162,Bronx,2033400,36005033400
2163,Bronx,2043501,36005043501
2164,Bronx,2037600,36005037600
2165,Bronx,2037800,36005037800
2166,Bronx,2001903,36005001903
2167,Bronx,2003100,36005003100
2168,Brooklyn,3005302,36047005302
2169,Brooklyn,3001801,36047001801
2170,Queens,4085300,36081085300
2171,Bronx,2026900,36005026900
2172,Bronx,2028300,36005028300
2173,Brooklyn,3056100,36047056100
2174,Brooklyn,3056500,36047056500
2175,Queens,4161700,36081161700
2176,Queens,4035700,36081035700
2177,Brooklyn,3029200,36047029200
2178,Brooklyn,3029400,36047029400
2179,Bronx,2009301,36005009301
2180,Bronx,2011502,36005011502
2181,Bronx,2005100,36005005100
2182,Bronx,2006301,36005006301
2183,Bronx,2023501,36005023501
2184,Bronx,2023502,36005023502
2185,Brooklyn,3122000,36047122000
2186,Queens,4099701,36081099701
2187,Queens,4101700,36081101700
2188,Bronx,2023702,36005023702
2189,Bronx,2039901,36005039901
2190,Bronx,2023703,36005023703
2191,Bronx,2040100,36005040100
2192,Brooklyn,3030800,36047030800
2193,Brooklyn,3038600,36047038600
2194,Brooklyn,3002200,36047002200
2195,Brooklyn,3003000,36047003000
2196,Bronx,2016700,36005016700
2197,Bronx,2016900,36005016900
2198,Queens,4085500,36081085500
2199,Queens,4086300,36081086300
2200,Manhattan,1029700,36061029700
2201,Manhattan,1030700,36061030700
2202,Queens,4000101,36081000101
2203,Manhattan,1006200,36061006200
2204,Brooklyn,3056302,36047056302
2205,Bronx,2014701,36005014701
2206,Bronx,2014702,36005014702
2207,Queens,4029400,36081029400
2208,Bronx,2014300,36005014300
2209,Bronx,2014500,36005014500
2210,Bronx,2018501,36005018501
2211,Queens,4004401,36081004401
2212,Queens,4005800,36081005800
2213,Manhattan,1020101,36061020101
2214,Manhattan,1020300,36061020300
2215,Queens,4116302,36081116302
2216,Queens,4116700,36081116700
2217,Queens,4090700,36081090700
2218,Queens,4091900,36081091900
2219,Queens,4000103,36081000103
2220,Brooklyn,3011901,36047011901
2221,Queens,4029700,36081029700
2222,Manhattan,1016300,36061016300
2223,Manhattan,1016700,36061016700
2224,Brooklyn,3003400,36047003400
2225,Brooklyn,3001804,36047001804
2226,Brooklyn,3019200,36047019200
2227,Brooklyn,3025000,36047025000
2228,Brooklyn,3042000,36047042000
2229,Brooklyn,3055400,36047055400
2230,Manhattan,1018500,36061018500
2231,Queens,4022900,36081022900
2232,Queens,4051500,36081051500
2233,Queens,4000102,36081000102
2234,Manhattan,1023804,36061023804
2235,Manhattan,1018900,36061018900
2236,Manhattan,1019100,36061019100
2237,Brooklyn,3044901,36047044901
2238,Brooklyn,3059100,36047059100
2239,Brooklyn,3048400,36047048400
2240,Brooklyn,3048600,36047048600
2241,Brooklyn,3075000,36047075000
2242,Brooklyn,3075400,36047075400
2243,Queens,4030905,36081030905
2244,Queens,4030906,36081030906
2245,Brooklyn,3061600,36047061600
2246,Brooklyn,3062000,36047062000
2247,Queens,4098700,36081098700
2248,Queens,4099100,36081099100
2249,Manhattan,1013700,36061013700
2250,Manhattan,1013900,36061013900
2251,Manhattan,1014500,36061014500
2252,Manhattan,1027700,36061027700
2253,Brooklyn,3032700,36047032700
2254,Queens,4010600,36081010600
2255,Queens,4016600,36081016600
2256,Brooklyn,3017700,36047017700
2257,Brooklyn,3050804,36047050804
2258,Manhattan,1001002,36061001002
2259,Brooklyn,3055100,36047055100
2260,Manhattan,1023900,36061023900
2261,Manhattan,1031100,36061031100
2262,Queens,4006202,36081006202
2263,Brooklyn,3120803,36047120803
2264,Bronx,2038500,36005038500
2265,Bronx,2039500,36005039500
2266,Brooklyn,3007700,36047007700
2267,Brooklyn,3011902,36047011902
2268,Bronx,2003300,36005003300
2269,Bronx,2003500,36005003500
2270,Queens,4056000,36081056000
2271,Queens,4162100,36081162100
2272,Queens,4097202,36081097202
2273,Queens,4099200,36081099200
2274,Queens,4045800,36081045800
2275,Queens,4046200,36081046200
2276,Queens,4046600,36081046600
2277,Staten Island,5017701,36085017701
2278,Staten Island,5017702,36085017702
2279,Manhattan,1022700,36061022700
2280,Manhattan,1025900,36061025900
2281,Manhattan,1000100,36061000100
2282,Manhattan,1002500,36061002500
2283,Bronx,2001904,36005001904
2284,Bronx,2005300,36005005300
2285,Bronx,2017100,36005017100
2286,Bronx,2026100,36005026100
2287,Bronx,2030202,36005030202
2288,Bronx,2045800,36005045800
2289,Bronx,2046204,36005046204
2290,Bronx,2046206,36005046206
2291,Bronx,2046207,36005046207
2292,Bronx,2048402,36005048402
2293,Bronx,2051602,36005051602
2294,Brooklyn,3002300,36047002300
2295,Brooklyn,3003102,36047003102
2296,Brooklyn,3025902,36047025902
2297,Brooklyn,3048900,36047048900
2298,Brooklyn,3070203,36047070203
2299,Brooklyn,3085200,36047085200
2300,Brooklyn,3103401,36047103401
2301,Brooklyn,3103402,36047103402
2302,Brooklyn,3107002,36047107002
2303,Brooklyn,3111000,36047111000
2304,Brooklyn,3120802,36047120802
2305,Brooklyn,3121000,36047121000
2306,Brooklyn,3121400,36047121400
2307,Staten Island,5005902,36085005902
2308,Staten Island,5990100,36085990100
2309,Staten Island,5001800,36085001800
2310,Staten Island,5015400,36085015400
2311,Queens,4065402,36081065402
2312,Queens,4066302,36081066302
2313,Queens,4079300,36081079300
2314,Queens,4089202,36081089202
2315,Queens,4091602,36081091602
2316,Queens,4091604,36081091604
2317,Queens,4121100,36081121100
2318,Queens,4128300,36081128300
2319,Manhattan,1031900,36061031900
2320,Queens,4062400,36081062400
2321,Queens,4033100,36081033100
2322,Manhattan,1002000,36061002000
2323,Queens,4064102,36081064102
2324,Queens,4028803,36081028803
2325,Manhattan,1008602,36061008602
