OBJECTID,boro,bct2020,centract2020
798,Brooklyn,3036001,36047036001
799,Brooklyn,3036002,36047036002
800,Brooklyn,3036100,36047036100
801,Brooklyn,3036200,36047036200
802,Brooklyn,3036300,36047036300
803,Brooklyn,3036400,36047036400
804,Brooklyn,3036501,36047036501
805,Brooklyn,3036502,36047036502
806,Brooklyn,3036600,36047036600
807,Brooklyn,3036700,36047036700
808,Brooklyn,3036900,36047036900
809,Brooklyn,3037000,36047037000
810,Brooklyn,3037100,36047037100
811,Brooklyn,3037300,36047037300
812,Brooklyn,3037401,36047037401
813,Brooklyn,3037402,36047037402
814,Brooklyn,3037500,36047037500
815,Brooklyn,3037700,36047037700
816,Brooklyn,3037900,36047037900
817,Brooklyn,3038100,36047038100
818,Brooklyn,3038200,36047038200
819,Brooklyn,3038300,36047038300
820,Brooklyn,3038500,36047038500
821,Brooklyn,3038700,36047038700
822,Brooklyn,3038800,36047038800
823,Brooklyn,3038900,36047038900
824,Brooklyn,3039000,36047039000
825,Brooklyn,3039100,36047039100
826,Brooklyn,3039200,36047039200
827,Brooklyn,3039300,36047039300
828,Brooklyn,3039400,36047039400
829,Brooklyn,3039500,36047039500
830,Brooklyn,3039600,36047039600
831,Brooklyn,3039700,36047039700
832,Brooklyn,3039900,36047039900
833,Brooklyn,3040100,36047040100
834,Brooklyn,3040200,36047040200
835,Brooklyn,3040300,36047040300
836,Brooklyn,3040400,36047040400
837,Brooklyn,3040500,36047040500
838,Brooklyn,3040600,36047040600
839,Brooklyn,3040700,36047040700
840,Brooklyn,3040900,36047040900
841,Brooklyn,3041000,36047041000
842,Brooklyn,3041100,36047041100
843,Brooklyn,3041200,36047041200
844,Brooklyn,3041300,36047041300
845,Brooklyn,3041401,36047041401
846,Brooklyn,3041402,36047041402
847,Brooklyn,3041500,36047041500
848,Brooklyn,3041600,36047041600
849,Brooklyn,3041700,36047041700
850,Brooklyn,3041800,36047041800
851,Brooklyn,3041900,36047041900
852,Brooklyn,3042100,36047042100
853,Brooklyn,3042200,36047042200
854,Brooklyn,3042300,36047042300
855,Brooklyn,3042400,36047042400
856,Brooklyn,3042500,36047042500
857,Brooklyn,3042700,36047042700
858,Brooklyn,3042800,36047042800
859,Brooklyn,3042900,36047042900
860,Brooklyn,3043000,36047043000
861,Brooklyn,3043100,36047043100
862,Brooklyn,3043300,36047043300
863,Brooklyn,3043400,36047043400
864,Brooklyn,3043500,36047043500
865,Brooklyn,3043600,36047043600
866,Brooklyn,3043700,36047043700
867,Brooklyn,3043800,36047043800
868,Brooklyn,3043900,36047043900
869,Brooklyn,3044000,36047044000
870,Brooklyn,3044100,36047044100
871,Brooklyn,3044200,36047044200
872,Brooklyn,3044300,36047044300
873,Brooklyn,3044400,36047044400
874,Brooklyn,3044500,36047044500
875,Brooklyn,3044600,36047044600
876,Brooklyn,3044700,36047044700
877,Brooklyn,3044800,36047044800
878,Brooklyn,3045000,36047045000
879,Brooklyn,3045200,36047045200
880,Brooklyn,3045300,36047045300
881,Brooklyn,3045400,36047045400
882,Brooklyn,3045600,36047045600
883,Brooklyn,3045800,36047045800
884,Brooklyn,3046000,36047046000
885,Brooklyn,3046201,36047046201
886,Brooklyn,3046202,36047046202
887,Brooklyn,3046400,36047046400
888,Brooklyn,3046800,36047046800
889,Brooklyn,3047000,36047047000
890,Brooklyn,3047200,36047047200
891,Brooklyn,3047400,36047047400
892,Brooklyn,3047600,36047047600
893,Brooklyn,3047700,36047047700
894,Brooklyn,3047800,36047047800
895,Brooklyn,3048000,36047048000
896,Brooklyn,3048100,36047048100
897,Brooklyn,3048200,36047048200
898,Brooklyn,3048500,36047048500
899,Brooklyn,3048800,36047048800
900,Brooklyn,3049000,36047049000
901,Brooklyn,3049100,36047049100
902,Brooklyn,3049200,36047049200
903,Brooklyn,3049301,36047049301
904,Brooklyn,3049302,36047049302
905,Brooklyn,3049400,36047049400
906,Brooklyn,3049500,36047049500
907,Brooklyn,3049600,36047049600
908,Brooklyn,3049700,36047049700
909,Brooklyn,3049800,36047049800
910,Brooklyn,3049900,36047049900
911,Brooklyn,3050001,36047050001
912,Brooklyn,3050002,36047050002
913,Brooklyn,3050100,36047050100
914,Brooklyn,3050202,36047050202
915,Brooklyn,3050300,36047050300
916,Brooklyn,3050401,36047050401
917,Brooklyn,3050402,36047050402
918,Brooklyn,3050500,36047050500
919,Brooklyn,3050700,36047050700
920,Brooklyn,3050803,36047050803
921,Brooklyn,3050900,36047050900
922,Brooklyn,3051001,36047051001
923,Brooklyn,3051002,36047051002
924,Brooklyn,3051100,36047051100
925,Brooklyn,3051200,36047051200
926,Brooklyn,3051400,36047051400
927,Brooklyn,3051500,36047051500
928,Brooklyn,3051601,36047051601
929,Brooklyn,3051602,36047051602
930,Brooklyn,3051700,36047051700
931,Brooklyn,3051800,36047051800
932,Brooklyn,3051900,36047051900
933,Brooklyn,3052600,36047052600
934,Brooklyn,3052800,36047052800
935,Brooklyn,3052900,36047052900
936,Brooklyn,3053000,36047053000
937,Brooklyn,3053101,36047053101
938,Brooklyn,3053102,36047053102
939,Brooklyn,3053200,36047053200
940,Brooklyn,3053300,36047053300
941,Brooklyn,3053400,36047053400
942,Brooklyn,3053500,36047053500
943,Brooklyn,3053700,36047053700
944,Brooklyn,3053800,36047053800
945,Brooklyn,3054200,36047054200
946,Brooklyn,3054300,36047054300
947,Brooklyn,3054400,36047054400
948,Brooklyn,3054600,36047054600
949,Brooklyn,3054700,36047054700
950,Brooklyn,3054800,36047054800
951,Brooklyn,3054900,36047054900
952,Brooklyn,3055000,36047055000
953,Brooklyn,3055200,36047055200
954,Brooklyn,3055300,36047055300
955,Brooklyn,3055500,36047055500
956,Brooklyn,3055600,36047055600
957,Brooklyn,3055700,36047055700
958,Brooklyn,3055800,36047055800
959,Brooklyn,3056000,36047056000
960,Brooklyn,3056200,36047056200
961,Brooklyn,3056301,36047056301
962,Brooklyn,3056400,36047056400
963,Brooklyn,3056600,36047056600
964,Brooklyn,3056800,36047056800
965,Brooklyn,3056900,36047056900
966,Brooklyn,3057000,36047057000
967,Brooklyn,3057100,36047057100
968,Brooklyn,3057200,36047057200
969,Brooklyn,3057300,36047057300
970,Brooklyn,3057400,36047057400
971,Brooklyn,3057500,36047057500
972,Brooklyn,3057600,36047057600
973,Brooklyn,3057800,36047057800
974,Brooklyn,3057901,36047057901
975,Brooklyn,3057902,36047057902
976,Brooklyn,3058000,36047058000
977,Brooklyn,3058200,36047058200
978,Brooklyn,3058400,36047058400
979,Brooklyn,3058600,36047058600
980,Brooklyn,3058800,36047058800
981,Brooklyn,3058901,36047058901
982,Brooklyn,3059000,36047059000
983,Brooklyn,3059200,36047059200
984,Brooklyn,3059402,36047059402
985,Brooklyn,3059403,36047059403
986,Brooklyn,3059404,36047059404
987,Brooklyn,3059600,36047059600
988,Brooklyn,3059800,36047059800
989,Brooklyn,3060000,36047060000
990,Brooklyn,3060600,36047060600
991,Brooklyn,3060800,36047060800
992,Brooklyn,3061002,36047061002
993,Brooklyn,3061003,36047061003
994,Brooklyn,3061004,36047061004
995,Brooklyn,3061200,36047061200
996,Brooklyn,3062600,36047062600
997,Brooklyn,3063200,36047063200
998,Brooklyn,3063600,36047063600
999,Brooklyn,3063800,36047063800
1000,Brooklyn,3064000,36047064000
1001,Brooklyn,3064200,36047064200
1002,Brooklyn,3064400,36047064400
1003,Brooklyn,3064600,36047064600
1004,Brooklyn,3064800,36047064800
1005,Brooklyn,3065000,36047065000
1006,Brooklyn,3065200,36047065200
1007,Brooklyn,3065400,36047065400
1008,Brooklyn,3065600,36047065600
1009,Brooklyn,3065800,36047065800
1010,Brooklyn,3066000,36047066000
1011,Brooklyn,3066200,36047066200
1012,Brooklyn,3067000,36047067000
1013,Brooklyn,3067200,36047067200
1014,Brooklyn,3067400,36047067400
1015,Brooklyn,3067600,36047067600
1016,Brooklyn,3067800,36047067800
1017,Brooklyn,3068000,36047068000
1018,Brooklyn,3068200,36047068200
1019,Brooklyn,3068600,36047068600
1020,Brooklyn,3068800,36047068800
1021,Brooklyn,3069000,36047069000
1022,Brooklyn,3069200,36047069200
1023,Brooklyn,3069601,36047069601
1024,Brooklyn,3069602,36047069602
1025,Brooklyn,3069800,36047069800
1026,Brooklyn,3070000,36047070000
1027,Brooklyn,3070201,36047070201
1028,Brooklyn,3070202,36047070202
1029,Brooklyn,3070601,36047070601
1030,Brooklyn,3070602,36047070602
1031,Brooklyn,3072000,36047072000
1032,Brooklyn,3072200,36047072200
1033,Brooklyn,3072400,36047072400
1034,Brooklyn,3072600,36047072600
1035,Brooklyn,3072800,36047072800
1036,Brooklyn,3073000,36047073000
1037,Brooklyn,3073200,36047073200
1038,Brooklyn,3073400,36047073400
1039,Brooklyn,3073600,36047073600
1040,Brooklyn,3074000,36047074000
1041,Brooklyn,3074200,36047074200
1042,Brooklyn,3074800,36047074800
1043,Brooklyn,3075200,36047075200
1044,Brooklyn,3075600,36047075600
1045,Brooklyn,3075800,36047075800
1046,Brooklyn,3076000,36047076000
1047,Brooklyn,3076200,36047076200
1048,Brooklyn,3076400,36047076400
1049,Brooklyn,3076600,36047076600
1050,Brooklyn,3076800,36047076800
1051,Brooklyn,3077000,36047077000
1052,Brooklyn,3077200,36047077200
1053,Brooklyn,3077400,36047077400
1054,Brooklyn,3077600,36047077600
1055,Brooklyn,3078000,36047078000
1056,Brooklyn,3078200,36047078200
1057,Brooklyn,3078400,36047078400
1058,Brooklyn,3078601,36047078601
1059,Brooklyn,3078602,36047078602
1060,Brooklyn,3078801,36047078801
1061,Brooklyn,3078802,36047078802
1062,Brooklyn,3079001,36047079001
1063,Brooklyn,3079002,36047079002
1064,Brooklyn,3079201,36047079201
1065,Brooklyn,3079202,36047079202
1066,Brooklyn,3079400,36047079400
1067,Brooklyn,3079601,36047079601
1068,Brooklyn,3079602,36047079602
1069,Brooklyn,3079801,36047079801
1070,Brooklyn,3080000,36047080000
1071,Brooklyn,3080200,36047080200
1072,Brooklyn,3080400,36047080400
1073,Brooklyn,3080800,36047080800
1074,Brooklyn,3081400,36047081400
1075,Brooklyn,3081600,36047081600
1076,Brooklyn,3081800,36047081800
1077,Brooklyn,3082000,36047082000
1078,Brooklyn,3082200,36047082200
1079,Brooklyn,3082600,36047082600
1080,Brooklyn,3082800,36047082800
1081,Brooklyn,3083000,36047083000
1082,Brooklyn,3083200,36047083200
1083,Brooklyn,3083400,36047083400
1084,Brooklyn,3083600,36047083600
1085,Brooklyn,3083800,36047083800
1086,Brooklyn,3084000,36047084000
1087,Brooklyn,3084600,36047084600
1088,Brooklyn,3084800,36047084800
1089,Brooklyn,3085000,36047085000
1090,Brooklyn,3085400,36047085400
1091,Brooklyn,3085800,36047085800
1092,Brooklyn,3086000,36047086000
1093,Brooklyn,3086200,36047086200
1094,Brooklyn,3086400,36047086400
1095,Brooklyn,3086600,36047086600
1096,Brooklyn,3086800,36047086800
1097,Brooklyn,3087000,36047087000
1098,Brooklyn,3087200,36047087200
1099,Brooklyn,3087401,36047087401
1100,Brooklyn,3087600,36047087600
1101,Brooklyn,3087800,36047087800
1102,Brooklyn,3088001,36047088001
1103,Brooklyn,3088002,36047088002
1104,Brooklyn,3088200,36047088200
1105,Brooklyn,3088400,36047088400
1106,Brooklyn,3088600,36047088600
1107,Brooklyn,3088800,36047088800
1108,Brooklyn,3089000,36047089000
1109,Brooklyn,3089200,36047089200
1110,Brooklyn,3089400,36047089400
1111,Brooklyn,3089600,36047089600
1112,Brooklyn,3089800,36047089800
1113,Brooklyn,3090000,36047090000
1114,Brooklyn,3090200,36047090200
1115,Brooklyn,3090600,36047090600
1116,Brooklyn,3090800,36047090800
1117,Brooklyn,3091000,36047091000
1118,Brooklyn,3091200,36047091200
1119,Brooklyn,3091600,36047091600
1120,Brooklyn,3091800,36047091800
1121,Brooklyn,3092000,36047092000
1122,Brooklyn,3092200,36047092200
1123,Brooklyn,3092400,36047092400
1124,Brooklyn,3092800,36047092800
1125,Brooklyn,3093000,36047093000
1126,Brooklyn,3093200,36047093200
1127,Brooklyn,3093400,36047093400
1128,Brooklyn,3093600,36047093600
1129,Brooklyn,3093800,36047093800
1130,Brooklyn,3094401,36047094401
1131,Brooklyn,3094402,36047094402
1132,Brooklyn,3094600,36047094600
1133,Brooklyn,3095000,36047095000
1134,Brooklyn,3095400,36047095400
1135,Brooklyn,3095600,36047095600
1136,Brooklyn,3095800,36047095800
1137,Brooklyn,3096000,36047096000
1138,Brooklyn,3096200,36047096200
1139,Brooklyn,3096400,36047096400
1140,Brooklyn,3096600,36047096600
1141,Brooklyn,3096800,36047096800
1142,Brooklyn,3097000,36047097000
1143,Brooklyn,3097400,36047097400
1144,Brooklyn,3098200,36047098200
1145,Brooklyn,3098400,36047098400
1146,Brooklyn,3098600,36047098600
1147,Brooklyn,3098800,36047098800
1148,Brooklyn,3099000,36047099000
1149,Brooklyn,3099200,36047099200
1150,Brooklyn,3099400,36047099400
1151,Brooklyn,3099600,36047099600
1152,Brooklyn,3099800,36047099800
1153,Brooklyn,3100400,36047100400
1154,Brooklyn,3100600,36047100600
1155,Brooklyn,3100800,36047100800
1156,Brooklyn,3101000,36047101000
1157,Brooklyn,3101200,36047101200
1158,Brooklyn,3101400,36047101400
1159,Brooklyn,3101600,36047101600
1160,Brooklyn,3101800,36047101800
1161,Brooklyn,3102000,36047102000
1162,Brooklyn,3102200,36047102200
1163,Brooklyn,3102400,36047102400
1164,Brooklyn,3102600,36047102600
1165,Brooklyn,3102801,36047102801
1166,Brooklyn,3102802,36047102802
1167,Brooklyn,3105801,36047105801
1168,Brooklyn,3105804,36047105804
1169,Brooklyn,3107001,36047107001
1170,Brooklyn,3107003,36047107003
1171,Brooklyn,3107800,36047107800
1172,Brooklyn,3109800,36047109800
1173,Brooklyn,3110400,36047110400
1174,Brooklyn,3110600,36047110600
1175,Brooklyn,3111600,36047111600
1176,Brooklyn,3111800,36047111800
1177,Brooklyn,3112000,36047112000
1178,Brooklyn,3112200,36047112200
1179,Brooklyn,3112400,36047112400
1180,Brooklyn,3112600,36047112600
1181,Brooklyn,3112800,36047112800
1182,Brooklyn,3113000,36047113000
1183,Brooklyn,3113200,36047113200
1184,Brooklyn,3113400,36047113400
1185,Brooklyn,3114201,36047114201
1186,Brooklyn,3114202,36047114202
1187,Brooklyn,3114400,36047114400
1188,Brooklyn,3114600,36047114600
1189,Brooklyn,3115000,36047115000
1190,Brooklyn,3115200,36047115200
1191,Brooklyn,3115600,36047115600
1192,Brooklyn,3115800,36047115800
1193,Brooklyn,3116000,36047116000
1194,Brooklyn,3116200,36047116200
1195,Brooklyn,3116400,36047116400
1196,Brooklyn,3116600,36047116600
1197,Brooklyn,3116800,36047116800
1198,Brooklyn,3117000,36047117000
1199,Brooklyn,3117201,36047117201
1200,Brooklyn,3117202,36047117202
1201,Brooklyn,3117400,36047117400
1202,Brooklyn,3117601,36047117601
1203,Brooklyn,3117602,36047117602
1204,Brooklyn,3117800,36047117800
1205,Brooklyn,3118000,36047118000
1206,Brooklyn,3118201,36047118201
1207,Brooklyn,3118202,36047118202
1208,Brooklyn,3118400,36047118400
1209,Brooklyn,3118600,36047118600
1210,Brooklyn,3118800,36047118800
1211,Brooklyn,3119000,36047119000
1212,Brooklyn,3119200,36047119200
1213,Brooklyn,3119400,36047119400
1214,Brooklyn,3119600,36047119600
1215,Brooklyn,3119800,36047119800
1216,Brooklyn,3120000,36047120000
1217,Brooklyn,3120200,36047120200
1218,Brooklyn,3120801,36047120801
1219,Brooklyn,3123700,36047123700
1220,Brooklyn,3150200,36047150200
1221,Staten Island,5000900,36085000900
1222,Staten Island,5001100,36085001100
1223,Staten Island,5001700,36085001700
1224,Staten Island,5002100,36085002100
1225,Staten Island,5002700,36085002700
1226,Staten Island,5002900,36085002900
1227,Staten Island,5003300,36085003300
1228,Staten Island,5003600,36085003600
1229,Staten Island,5003900,36085003900
1230,Staten Island,5004001,36085004001
1231,Staten Island,5004002,36085004002
1232,Staten Island,5004003,36085004003
1233,Staten Island,5004004,36085004004
1234,Staten Island,5004700,36085004700
1235,Staten Island,5005901,36085005901
1236,Staten Island,5006700,36085006700
1237,Staten Island,5007001,36085007001
1238,Staten Island,5007500,36085007500
1239,Staten Island,5007700,36085007700
1240,Staten Island,5008100,36085008100
1241,Staten Island,5009602,36085009602
1242,Staten Island,5009701,36085009701
1243,Staten Island,5009702,36085009702
1244,Staten Island,5010500,36085010500
1245,Staten Island,5011201,36085011201
1246,Staten Island,5011203,36085011203
1247,Staten Island,5011204,36085011204
1248,Staten Island,5011402,36085011402
1249,Staten Island,5012100,36085012100
1250,Staten Island,5012500,36085012500
1251,Staten Island,5012804,36085012804
1252,Staten Island,5012806,36085012806
1253,Staten Island,5013201,36085013201
1254,Staten Island,5013203,36085013203
1255,Staten Island,5013204,36085013204
1256,Staten Island,5013301,36085013301
1257,Staten Island,5013302,36085013302
1258,Staten Island,5013800,36085013800
1259,Staten Island,5014100,36085014100
1260,Staten Island,5014604,36085014604
1261,Staten Island,5014605,36085014605
1262,Staten Island,5014606,36085014606
1263,Staten Island,5014607,36085014607
1264,Staten Island,5014608,36085014608
1265,Staten Island,5014700,36085014700
1266,Staten Island,5015100,36085015100
1267,Staten Island,5015601,36085015601
1268,Staten Island,5015603,36085015603
1269,Staten Island,5017009,36085017009
1270,Staten Island,5017012,36085017012
1271,Staten Island,5017014,36085017014
1272,Staten Island,5017015,36085017015
1273,Staten Island,5017016,36085017016
1274,Staten Island,5017300,36085017300
1275,Staten Island,5017600,36085017600
1276,Staten Island,5018701,36085018701
1277,Staten Island,5018703,36085018703
1278,Staten Island,5018704,36085018704
1279,Staten Island,5018901,36085018901
1280,Staten Island,5019700,36085019700
1281,Staten Island,5019800,36085019800
1282,Staten Island,5020100,36085020100
1283,Staten Island,5020702,36085020702
1284,Staten Island,5020803,36085020803
1285,Staten Island,5020805,36085020805
1286,Staten Island,5020806,36085020806
1287,Staten Island,5022601,36085022601
1288,Staten Island,5022602,36085022602
1289,Staten Island,5022801,36085022801
1290,Staten Island,5024401,36085024401
1291,Staten Island,5024402,36085024402
1292,Staten Island,5024700,36085024700
1293,Staten Island,5024800,36085024800
1294,Staten Island,5025100,36085025100
1295,Staten Island,5027301,36085027301
1296,Staten Island,5027704,36085027704
1297,Staten Island,5027705,36085027705
1298,Staten Island,5027706,36085027706
1299,Staten Island,5029102,36085029102
1300,Staten Island,5029104,36085029104
1301,Staten Island,5029105,36085029105
1302,Staten Island,5029106,36085029106
1303,Staten Island,5030301,36085030301
1304,Staten Island,5030302,36085030302
1305,Staten Island,5000600,36085000600
1306,Staten Island,5000300,36085000300
1307,Staten Island,5000700,36085000700
1308,Staten Island,5002002,36085002002
1309,Staten Island,5006400,36085006400
1310,Staten Island,5007002,36085007002
1311,Staten Island,5007400,36085007400
1312,Staten Island,5012805,36085012805
1313,Staten Island,5027900,36085027900
1314,Staten Island,5022802,36085022802
1315,Staten Island,5027702,36085027702
1316,Queens,4000200,36081000200
1317,Queens,4000400,36081000400
1318,Queens,4000600,36081000600
1319,Queens,4000702,36081000702
1320,Queens,4000800,36081000800
1321,Queens,4001000,36081001000
1322,Queens,4001200,36081001200
1323,Queens,4001400,36081001400
1324,Queens,4001600,36081001600
1325,Queens,4001800,36081001800
1326,Queens,4001901,36081001901
1327,Queens,4001903,36081001903
1328,Queens,4002000,36081002000
1329,Queens,4002200,36081002200
1330,Queens,4002400,36081002400
1331,Queens,4002500,36081002500
1332,Queens,4002600,36081002600
1333,Queens,4002800,36081002800
1334,Queens,4003000,36081003000
1335,Queens,4003100,36081003100
1336,Queens,4003200,36081003200
1337,Queens,4003302,36081003302
1338,Queens,4003400,36081003400
1339,Queens,4003600,36081003600
1340,Queens,4003800,36081003800
1341,Queens,4003900,36081003900
1342,Queens,4004001,36081004001
1343,Queens,4004002,36081004002
1344,Queens,4004200,36081004200
1345,Queens,4004300,36081004300
1346,Queens,4004500,36081004500
1347,Queens,4004700,36081004700
1348,Queens,4005000,36081005000
1349,Queens,4005100,36081005100
1350,Queens,4005200,36081005200
1351,Queens,4005300,36081005300
1352,Queens,4005500,36081005500
1353,Queens,4005700,36081005700
1354,Queens,4006201,36081006201
1355,Queens,4006300,36081006300
1356,Queens,4006501,36081006501
1357,Queens,4006502,36081006502
1358,Queens,4006900,36081006900
1359,Queens,4007100,36081007100
1360,Queens,4007300,36081007300
1361,Queens,4007500,36081007500
1362,Queens,4007700,36081007700
1363,Queens,4007900,36081007900
1364,Queens,4008100,36081008100
1365,Queens,4008300,36081008300
1366,Queens,4008500,36081008500
1367,Queens,4008800,36081008800
1368,Queens,4009100,36081009100
1369,Queens,4009400,36081009400
1370,Queens,4009500,36081009500
1371,Queens,4009600,36081009600
1372,Queens,4009700,36081009700
1373,Queens,4009800,36081009800
1374,Queens,4009900,36081009900
1375,Queens,4010000,36081010000
1376,Queens,4010100,36081010100
1377,Queens,4010200,36081010200
1378,Queens,4010300,36081010300
1379,Queens,4010400,36081010400
1380,Queens,4010500,36081010500
1381,Queens,4010800,36081010800
1382,Queens,4011000,36081011000
1383,Queens,4011100,36081011100
1384,Queens,4011200,36081011200
1385,Queens,4011300,36081011300
1386,Queens,4011400,36081011400
1387,Queens,4011500,36081011500
1388,Queens,4011600,36081011600
1389,Queens,4011700,36081011700
1390,Queens,4011800,36081011800
1391,Queens,4011900,36081011900
1392,Queens,4012000,36081012000
1393,Queens,4012100,36081012100
1394,Queens,4012200,36081012200
1395,Queens,4012400,36081012400
1396,Queens,4012601,36081012601
1397,Queens,4012602,36081012602
1398,Queens,4012800,36081012800
1399,Queens,4013200,36081013200
1400,Queens,4013400,36081013400
1401,Queens,4013500,36081013500
1402,Queens,4013800,36081013800
1403,Queens,4014000,36081014000
1404,Queens,4014201,36081014201
1405,Queens,4014202,36081014202
1406,Queens,4014300,36081014300
1407,Queens,4014400,36081014400
1408,Queens,4014500,36081014500
1409,Queens,4014700,36081014700
1410,Queens,4014800,36081014800
1411,Queens,4014900,36081014900
1412,Queens,4015000,36081015000
1413,Queens,4015100,36081015100
1414,Queens,4015200,36081015200
1415,Queens,4015300,36081015300
1416,Queens,4015400,36081015400
1417,Queens,4015500,36081015500
1418,Queens,4015600,36081015600
1419,Queens,4015700,36081015700
1420,Queens,4015801,36081015801
1421,Queens,4015802,36081015802
1422,Queens,4015900,36081015900
1423,Queens,4016100,36081016100
1424,Queens,4016300,36081016300
1425,Queens,4016400,36081016400
1426,Queens,4016800,36081016800
1427,Queens,4016900,36081016900
1428,Queens,4017000,36081017000
1429,Queens,4017101,36081017101
1430,Queens,4017102,36081017102
1431,Queens,4017200,36081017200
1432,Queens,4017400,36081017400
1433,Queens,4017600,36081017600
1434,Queens,4017800,36081017800
1435,Queens,4017901,36081017901
1436,Queens,4017902,36081017902
1437,Queens,4018000,36081018000
1438,Queens,4018101,36081018101
1439,Queens,4018102,36081018102
1440,Queens,4018200,36081018200
1441,Queens,4018300,36081018300
1442,Queens,4018401,36081018401
1443,Queens,4018402,36081018402
1444,Queens,4018501,36081018501
1445,Queens,4018502,36081018502
1446,Queens,4018600,36081018600
1447,Queens,4018700,36081018700
1448,Queens,4018800,36081018800
1449,Queens,4018900,36081018900
1450,Queens,4019000,36081019000
1451,Queens,4019200,36081019200
1452,Queens,4019400,36081019400
1453,Queens,4019600,36081019600
1454,Queens,4019800,36081019800
1455,Queens,4019901,36081019901
1456,Queens,4019902,36081019902
1457,Queens,4019903,36081019903
1458,Queens,4020200,36081020200
1459,Queens,4020400,36081020400
1460,Queens,4020500,36081020500
1461,Queens,4020600,36081020600
1462,Queens,4020800,36081020800
1463,Queens,4021200,36081021200
1464,Queens,4021400,36081021400
1465,Queens,4021601,36081021601
1466,Queens,4021602,36081021602
1467,Queens,4021603,36081021603
1468,Queens,4021900,36081021900
1469,Queens,4022001,36081022001
1470,Queens,4022002,36081022002
1471,Queens,4023000,36081023000
1472,Queens,4023200,36081023200
1473,Queens,4023501,36081023501
1474,Queens,4023502,36081023502
1475,Queens,4023600,36081023600
1476,Queens,4023800,36081023800
1477,Queens,4024000,36081024000
1478,Queens,4024300,36081024300
1479,Queens,4024600,36081024600
1480,Queens,4025100,36081025100
1481,Queens,4025301,36081025301
1482,Queens,4025302,36081025302
1483,Queens,4025401,36081025401
1484,Queens,4025402,36081025402
1485,Queens,4025500,36081025500
1486,Queens,4025700,36081025700
1487,Queens,4025800,36081025800
1488,Queens,4025900,36081025900
1489,Queens,4026000,36081026000
1490,Queens,4026200,36081026200
1491,Queens,4026400,36081026400
1492,Queens,4026600,36081026600
1493,Queens,4026700,36081026700
1494,Queens,4026901,36081026901
1495,Queens,4026902,36081026902
1496,Queens,4027000,36081027000
1497,Queens,4027101,36081027101
1498,Queens,4027102,36081027102
1499,Queens,4027200,36081027200
1500,Queens,4027301,36081027301
1501,Queens,4027302,36081027302
1502,Queens,4027400,36081027400
1503,Queens,4027500,36081027500
1504,Queens,4027600,36081027600
1505,Queens,4027701,36081027701
1506,Queens,4027702,36081027702
1507,Queens,4027800,36081027800
1508,Queens,4027900,36081027900
1509,Queens,4028000,36081028000
1510,Queens,4028100,36081028100
1511,Queens,4028200,36081028200
1512,Queens,4028300,36081028300
1513,Queens,4028400,36081028400
1514,Queens,4028500,36081028500
1515,Queens,4028700,36081028700
1516,Queens,4028801,36081028801
1517,Queens,4028802,36081028802
1518,Queens,4028900,36081028900
1519,Queens,4029500,36081029500
1520,Queens,4030903,36081030903
1521,Queens,4030904,36081030904
1522,Queens,4032700,36081032700
1523,Queens,4032800,36081032800
1524,Queens,4032900,36081032900
1525,Queens,4033000,36081033000
1526,Queens,4033401,36081033401
1527,Queens,4033403,36081033403
1528,Queens,4033404,36081033404
1529,Queens,4033405,36081033405
1530,Queens,4033700,36081033700
1531,Queens,4033900,36081033900
1532,Queens,4035100,36081035100
1533,Queens,4035200,36081035200
1534,Queens,4035300,36081035300
1535,Queens,4035800,36081035800
1536,Queens,4036100,36081036100
1537,Queens,4036300,36081036300
1538,Queens,4036500,36081036500
1539,Queens,4036600,36081036600
1540,Queens,4036700,36081036700
1541,Queens,4036800,36081036800
1542,Queens,4037300,36081037300
1543,Queens,4037501,36081037501
1544,Queens,4037502,36081037502
1545,Queens,4037600,36081037600
1546,Queens,4037700,36081037700
1547,Queens,4037900,36081037900
1548,Queens,4038100,36081038100
1549,Queens,4038301,36081038301
1550,Queens,4038302,36081038302
1551,Queens,4038400,36081038400
1552,Queens,4039400,36081039400
1553,Queens,4039800,36081039800
1554,Queens,4039901,36081039901
1555,Queens,4039902,36081039902
1556,Queens,4040000,36081040000
1557,Queens,4040101,36081040101
1558,Queens,4040102,36081040102
1559,Queens,4040200,36081040200
1560,Queens,4040301,36081040301
1561,Queens,4040302,36081040302
1562,Queens,4040400,36081040400
1563,Queens,4040501,36081040501
1564,Queens,4040502,36081040502
1565,Queens,4040701,36081040701
1566,Queens,4040702,36081040702
1567,Queens,4040901,36081040901
1568,Queens,4040902,36081040902
1569,Queens,4041100,36081041100
1570,Queens,4041300,36081041300
1571,Queens,4041400,36081041400
1572,Queens,4041500,36081041500
1573,Queens,4042700,36081042700
1574,Queens,4043701,36081043701
1575,Queens,4043702,36081043702
1576,Queens,4043900,36081043900
1577,Queens,4044000,36081044000
1578,Queens,4044301,36081044301
1579,Queens,4044302,36081044302
1580,Queens,4044400,36081044400
1581,Queens,4044601,36081044601
1582,Queens,4044602,36081044602
1583,Queens,4044800,36081044800
1584,Queens,4045000,36081045000
1585,Queens,4045500,36081045500
1586,Queens,4045600,36081045600
1587,Queens,4045700,36081045700
1588,Queens,4045900,36081045900
1589,Queens,4046000,36081046000
1590,Queens,4046100,36081046100
1591,Queens,4046400,36081046400
1592,Queens,4046500,36081046500
