job_number,include_record,reason,date_reviewed,reviewer
123493068,FALSE,,,
123493157,FALSE,,,
123497215,FALSE,,,
123503565,FALSE,,,
123513714,FALSE,,,
123516784,FALSE,,,
123516819,FALSE,,,
123533462,FALSE,,,
123549295,FALSE,,,
123550406,FALSE,,,
123550415,FALSE,,,
123561840,FALSE,,,
123575112,FALSE,,,
123580650,FALSE,,,
123582391,FALSE,,,
123584549,FALSE,,,
123584558,FALSE,,,
123588992,FALSE,,,
123597759,FALSE,,,
123598035,FALSE,,,
123661260,FALSE,,,
123665471,FALSE,,,
123665569,FALSE,,,
123674069,FALSE,,,
123694859,FALSE,,,
123694939,FALSE,,,
123709282,FALSE,,,
123749738,FALSE,,,
123755659,FALSE,,,
123759860,FALSE,,,
123767389,FALSE,,,
123767398,FALSE,,,
123791995,FALSE,,,
123809183,FALSE,,,
123812222,FALSE,,,
123814257,FALSE,,,
123815602,FALSE,,,
123822890,FALSE,,,
123827289,FALSE,,,
123831540,FALSE,,,
123844000,FALSE,,,
123853106,FALSE,,,
123864746,FALSE,,,
123865264,FALSE,,,
123866290,FALSE,,,
123881549,FALSE,,,
123886170,FALSE,,,
123887259,FALSE,,,
123890398,FALSE,,,
123892029,FALSE,,,
123893518,FALSE,,,
140152126,FALSE,,,
140154455,FALSE,,,
140214195,FALSE,,,
140235065,FALSE,,,
140256176,FALSE,,,
140260063,FALSE,,,
140274548,FALSE,,,
140347364,FALSE,,,
140362220,FALSE,,,
140363666,FALSE,,,
140373227,FALSE,,,
140374397,FALSE,,,
140376732,FALSE,,,
140502917,FALSE,,,
140527286,FALSE,,,
140531547,FALSE,,,
140542526,FALSE,,,
140565261,FALSE,,,
140733730,FALSE,,,
140736103,FALSE,,,
140736121,FALSE,,,
140744470,FALSE,,,
140781072,FALSE,,,
140805644,FALSE,,,
140825285,FALSE,,,
140836656,FALSE,,,
140836665,FALSE,,,
140846529,FALSE,,,
140852325,FALSE,,,
140852487,FALSE,,,
140852502,FALSE,,,
140853486,FALSE,,,
140853921,FALSE,,,
140875202,FALSE,,,
140877344,FALSE,,,
140882953,FALSE,,,
140883186,FALSE,,,
140909541,FALSE,,,
140912715,FALSE,,,
140960592,FALSE,,,
140965873,FALSE,,,
140978217,FALSE,,,
140979369,FALSE,,,
140981542,FALSE,,,
140982006,FALSE,,,
140987519,FALSE,,,
140996153,FALSE,,,
166001730,FALSE,,,
220350590,FALSE,,,
220353052,FALSE,,,
220353061,FALSE,,,
220353070,FALSE,,,
220353089,FALSE,,,
220369410,FALSE,,,
220381076,FALSE,,,
220381110,FALSE,,,
220381147,FALSE,,,
220381183,FALSE,,,
220381209,FALSE,,,
220394669,FALSE,,,
220419429,FALSE,,,
220457663,FALSE,,,
220482458,FALSE,,,
220482467,FALSE,,,
220515253,FALSE,,,
220523645,FALSE,,,
220528301,FALSE,,,
220533974,FALSE,,,
220540715,FALSE,,,
220564887,FALSE,,,
220577230,FALSE,,,
220581653,FALSE,,,
220592909,FALSE,,,
220600954,FALSE,,,
220606538,FALSE,,,
220623831,FALSE,,,
220624714,FALSE,,,
220624956,FALSE,,,
220627356,FALSE,,,
220627506,FALSE,,,
220630618,FALSE,,,
220631653,FALSE,,,
220650551,FALSE,,,
220652434,FALSE,,,
220652443,FALSE,,,
220652452,FALSE,,,
220679460,FALSE,,,
220701202,FALSE,,,
220703077,FALSE,,,
240086205,FALSE,,,
240086214,FALSE,,,
240145464,FALSE,,,
240180530,FALSE,,,
240219688,FALSE,,,
320742256,FALSE,,,
320757837,FALSE,,,
320824854,FALSE,,,
320872944,FALSE,,,
320883905,FALSE,,,
320883914,FALSE,,,
320931088,FALSE,,,
320955846,FALSE,,,
321041859,FALSE,,,
321076474,FALSE,,,
321079596,FALSE,,,
321085053,FALSE,,,
321105816,FALSE,,,
321113237,FALSE,,,
321230707,FALSE,,,
321236818,FALSE,,,
321252728,FALSE,,,
321292141,FALSE,,,
321304254,FALSE,,,
321318196,FALSE,,,
321322074,FALSE,,,
321439671,FALSE,,,
321446805,FALSE,,,
321474007,FALSE,,,
321482043,FALSE,,,
321485139,FALSE,,,
321491079,FALSE,,,
321492817,FALSE,,,
321496911,FALSE,,,
321498474,FALSE,,,
321504902,FALSE,,,
321576344,FALSE,,,
321579760,FALSE,,,
321585432,FALSE,,,
321615588,FALSE,,,
321652010,FALSE,,,
321683193,FALSE,,,
321683638,FALSE,,,
321693477,FALSE,,,
321718959,FALSE,,,
321749408,FALSE,,,
321772364,FALSE,,,
321782479,FALSE,,,
321820339,FALSE,,,
321852820,FALSE,,,
321912196,FALSE,,,
321927457,FALSE,,,
321999389,FALSE,,,
322000918,FALSE,,,
322014413,FALSE,,,
322015975,FALSE,,,
322017811,FALSE,,,
322066544,FALSE,,,
322066553,FALSE,,,
322066562,FALSE,,,
340206985,FALSE,,,
340207109,FALSE,,,
340245265,FALSE,,,
340249378,FALSE,,,
340263994,FALSE,,,
340280412,FALSE,,,
340280886,FALSE,,,
340286425,FALSE,,,
340294050,FALSE,,,
340301578,FALSE,,,
340301881,FALSE,,,
340310069,FALSE,,,
340313039,FALSE,,,
340467300,FALSE,,,
340502726,FALSE,,,
340519754,FALSE,,,
340545020,FALSE,,,
340549810,FALSE,,,
340567201,FALSE,,,
340571964,FALSE,,,
340574845,FALSE,,,
340577361,FALSE,,,
340582667,FALSE,,,
340583032,FALSE,,,
340620073,FALSE,,,
340655482,FALSE,,,
340667905,FALSE,,,
340667923,FALSE,,,
340782692,FALSE,,,
340794965,FALSE,,,
420917486,FALSE,,,
420917495,FALSE,,,
420917501,FALSE,,,
420917538,FALSE,,,
420943812,FALSE,,,
420955194,FALSE,,,
420968091,FALSE,,,
420968108,FALSE,,,
421011434,FALSE,,,
421022654,FALSE,,,
421034721,FALSE,,,
421034730,FALSE,,,
421034758,FALSE,,,
421034767,FALSE,,,
421034794,FALSE,,,
421034794,FALSE,,,
421034801,FALSE,,,
421034865,FALSE,,,
421034874,FALSE,,,
421034945,FALSE,,,
421034954,FALSE,,,
421035141,FALSE,,,
421035150,FALSE,,,
421035285,FALSE,,,
421035294,FALSE,,,
421035310,FALSE,,,
421036211,FALSE,,,
421036220,FALSE,,,
421036239,FALSE,,,
421036612,FALSE,,,
421041429,FALSE,,,
421055066,FALSE,,,
421145889,FALSE,,,
421145898,FALSE,,,
421145905,FALSE,,,
421153325,FALSE,,,
421158927,FALSE,,,
421178497,FALSE,,,
421206625,FALSE,,,
421206643,FALSE,,,
421212217,FALSE,,,
421212761,FALSE,,,
421216945,FALSE,,,
421216954,FALSE,,,
421237539,FALSE,,,
421244816,FALSE,,,
421254840,FALSE,,,
421262886,FALSE,,,
421322456,FALSE,,,
421336343,FALSE,,,
421362457,FALSE,,,
421379840,FALSE,,,
421383880,FALSE,,,
421391309,FALSE,,,
421424998,FALSE,,,
421453046,FALSE,,,
421474960,FALSE,,,
421482256,FALSE,,,
421489990,FALSE,,,
421525166,FALSE,,,
421529616,FALSE,,,
421538928,FALSE,,,
421584770,FALSE,,,
421587090,FALSE,,,
421590898,FALSE,,,
421630596,FALSE,,,
421632013,FALSE,,,
421645036,FALSE,,,
421645045,FALSE,,,
421645768,FALSE,,,
421651590,FALSE,,,
421651714,FALSE,,,
421655248,FALSE,,,
421668065,FALSE,,,
421718724,FALSE,,,
421728688,FALSE,,,
421736107,FALSE,,,
421742733,FALSE,,,
421799478,FALSE,,,
421908332,FALSE,,,
421912247,FALSE,,,
421921889,FALSE,,,
421928784,FALSE,,,
440191187,FALSE,,,
440194148,FALSE,,,
440194193,FALSE,,,
440194228,FALSE,,,
440194273,FALSE,,,
440194326,FALSE,,,
440194335,FALSE,,,
440203815,FALSE,,,
440207535,FALSE,,,
440207544,FALSE,,,
440288485,FALSE,,,
440288500,FALSE,,,
440290187,FALSE,,,
440328227,FALSE,,,
440337725,FALSE,,,
440367176,FALSE,,,
440371045,FALSE,,,
440372106,FALSE,,,
440372115,FALSE,,,
440391023,FALSE,,,
440391112,FALSE,,,
440414393,FALSE,,,
440513473,FALSE,,,
440542450,FALSE,,,
440589793,FALSE,,,
440599586,FALSE,,,
440651607,FALSE,,,
520203271,FALSE,,,
520207464,FALSE,,,
520223311,FALSE,,,
520226700,FALSE,,,
520238181,FALSE,,,
520295216,FALSE,,,
520339946,FALSE,,,
520350655,FALSE,,,
520379698,FALSE,,,
520385477,FALSE,,,
540119398,FALSE,,,
540141915,FALSE,,,
540186644,FALSE,,,
104364046,FALSE,,,
104903222,FALSE,,,
120849948,FALSE,,,
120850631,FALSE,,,
B00012835,FALSE,,,
B00077355,FALSE,,,
B00150988,FALSE,,,
B00198618,FALSE,,,
B00200235,FALSE,,,
B00206681,FALSE,,,
B00209997,FALSE,,,
B00215879,FALSE,,,
B00220810,FALSE,,,
B00228920,FALSE,,,
B00233134,FALSE,,,
B00238508,FALSE,,,
B00249681,FALSE,,,
B00249821,FALSE,,,
B00256656,FALSE,,,
B00271719,FALSE,,,
B00271816,FALSE,,,
B00278409,FALSE,,,
B00283921,FALSE,,,
B00287216,FALSE,,,
B00292779,FALSE,,,
B00293859,FALSE,,,
B00294053,FALSE,,,
B00313620,FALSE,,,
B00314726,FALSE,,,
B00317929,FALSE,,,
B00320785,FALSE,,,
B00321519,FALSE,,,
B00340190,FALSE,,,
B00341176,FALSE,,,
B00342831,FALSE,,,
B00343209,FALSE,,,
B00343931,FALSE,,,
B00344076,FALSE,,,
B00350505,FALSE,,,
B00351490,FALSE,,,
B00351636,FALSE,,,
B00351640,FALSE,,,
B00351692,FALSE,,,
B00351706,FALSE,,,
B00351770,FALSE,,,
B00353291,FALSE,,,
B00361321,FALSE,,,
B00375393,FALSE,,,
B00375932,FALSE,,,
B00379200,FALSE,,,
B00386070,FALSE,,,
B00395542,FALSE,,,
B00408811,FALSE,,,
B00429158,FALSE,,,
B00433720,FALSE,,,
B00437094,FALSE,,,
B00437814,FALSE,,,
B00438023,FALSE,,,
B00438030,FALSE,,,
B00438032,FALSE,,,
B00439893,FALSE,,,
B00445236,FALSE,,,
B00446469,FALSE,,,
B00457274,FALSE,,,
B00468561,FALSE,,,
B00470358,FALSE,,,
B00475161,FALSE,,,
B00484037,FALSE,,,
B00496160,FALSE,,,
B00498778,FALSE,,,
B00514268,FALSE,,,
B00516924,FALSE,,,
B00522817,FALSE,,,
B00524154,FALSE,,,
B00526951,FALSE,,,
B00530963,FALSE,,,
B00536434,FALSE,,,
B00551180,FALSE,,,
B00552944,FALSE,,,
B00553823,FALSE,,,
B00561366,FALSE,,,
B00563833,FALSE,,,
B00567326,FALSE,,,
B00578345,FALSE,,,
B00580199,FALSE,,,
B00587738,FALSE,,,
B00606312,FALSE,,,
B00607654,FALSE,,,
B00608327,FALSE,,,
B00616018,FALSE,,,
B00625068,FALSE,,,
B00632452,FALSE,,,
B00643437,FALSE,,,
B00643903,FALSE,,,
B00644044,FALSE,,,
B00644320,FALSE,,,
B00652744,FALSE,,,
B00654572,FALSE,,,
B00656445,FALSE,,,
B00660391,FALSE,,,
B00662879,FALSE,,,
B00669490,FALSE,,,
B00673764,FALSE,,,
B00674574,FALSE,,,
B00674933,FALSE,,,
B00674996,FALSE,,,
B00677908,FALSE,,,
B00686163,FALSE,,,
B00686795,FALSE,,,
B00696117,FALSE,,,
B00696178,FALSE,,,
B00697129,FALSE,,,
B00697258,FALSE,,,
B00697460,FALSE,,,
B00698880,FALSE,,,
B00703861,FALSE,,,
B00703874,FALSE,,,
B00712382,FALSE,,,
B00721261,FALSE,,,
B00736885,FALSE,,,
B00737260,FALSE,,,
B00748160,FALSE,,,
B00754010,FALSE,,,
B00755463,FALSE,,,
B00757817,FALSE,,,
B00764048,FALSE,,,
B00767396,FALSE,,,
B00767404,FALSE,,,
B00777083,FALSE,,,
B00778982,FALSE,,,
B00780888,FALSE,,,
B00789155,FALSE,,,
B00793408,FALSE,,,
B00804299,FALSE,,,
B00805803,FALSE,,,
B00815227,FALSE,,,
B00815327,FALSE,,,
B00818308,FALSE,,,
B00823368,FALSE,,,
B00832217,FALSE,,,
B00857430,FALSE,,,
B00865279,FALSE,,,
B00866415,FALSE,,,
B00866881,FALSE,,,
B00871029,FALSE,,,
B00880618,FALSE,,,
B00883022,FALSE,,,
B00889540,FALSE,,,
B00893170,FALSE,,,
B00893193,FALSE,,,
B00894682,FALSE,,,
B00916011,FALSE,,,
B00916029,FALSE,,,
B00916184,FALSE,,,
B00947482,FALSE,,,
B00960847,FALSE,,,
B00966085,FALSE,,,
B00967823,FALSE,,,
B01008713,FALSE,,,
B01010177,FALSE,,,
B01013255,FALSE,,,
B01013442,FALSE,,,
B01039297,FALSE,,,
B01039298,FALSE,,,
B01048631,FALSE,,,
B01049369,FALSE,,,
B01059819,FALSE,,,
B01067564,FALSE,,,
B01078556,FALSE,,,
B01103668,FALSE,,,
B01123681,FALSE,,,
B01132054,FALSE,,,
B01134696,FALSE,,,
B01137107,FALSE,,,
B01137740,FALSE,,,
B01140674,FALSE,,,
B01145738,FALSE,,,
B01147189,FALSE,,,
B01154415,FALSE,,,
B01155684,FALSE,,,
B01157044,FALSE,,,
B07996528,FALSE,,,
B07998309,FALSE,,,
B08002963,FALSE,,,
B08007671,FALSE,,,
B08007678,FALSE,,,
B08007681,FALSE,,,
B08013804,FALSE,,,
B08013813,FALSE,,,
B08032992,FALSE,,,
B08038980,FALSE,,,
B08039674,FALSE,,,
B08045165,FALSE,,,
B08045322,FALSE,,,
B08054149,FALSE,,,
B08054731,FALSE,,,
M00001335,FALSE,,,
M00001687,FALSE,,,
M00003599,FALSE,,,
M00013924,FALSE,,,
M00016254,FALSE,,,
M00018310,FALSE,,,
M00043353,FALSE,,,
M00062242,FALSE,,,
M00062244,FALSE,,,
M00080410,FALSE,,,
M00081995,FALSE,,,
M00087321,FALSE,,,
M00087338,FALSE,,,
M00137323,FALSE,,,
M00151787,FALSE,,,
M00173185,FALSE,,,
M00182542,FALSE,,,
M00198871,FALSE,,,
M00204960,FALSE,,,
M00214202,FALSE,,,
M00225867,FALSE,,,
M00225906,FALSE,,,
M00233895,FALSE,,,
M00238822,FALSE,,,
M00242340,FALSE,,,
M00244367,FALSE,,,
M00248411,FALSE,,,
M00248746,FALSE,,,
M00256287,FALSE,,,
M00264704,FALSE,,,
M00265339,FALSE,,,
M00268070,FALSE,,,
M00269912,FALSE,,,
M00273246,FALSE,,,
M00286742,FALSE,,,
M00295661,FALSE,,,
M00298820,FALSE,,,
M00298823,FALSE,,,
M00305083,FALSE,,,
M00307863,FALSE,,,
M00312228,FALSE,,,
M00313074,FALSE,,,
M00314566,FALSE,,,
M00317978,FALSE,,,
M00327016,FALSE,,,
M00330357,FALSE,,,
M00330944,FALSE,,,
M00333240,FALSE,,,
M00337779,FALSE,,,
M00339781,FALSE,,,
M00340740,FALSE,,,
M00341085,FALSE,,,
M00342210,FALSE,,,
M00346767,FALSE,,,
M00347996,FALSE,,,
M00350223,FALSE,,,
M00350472,FALSE,,,
M00351825,FALSE,,,
M00354007,FALSE,,,
M00354765,FALSE,,,
M00355186,FALSE,,,
M00357502,FALSE,,,
M00361598,FALSE,,,
M00362689,FALSE,,,
M00362851,FALSE,,,
M00363658,FALSE,,,
M00364521,FALSE,,,
M00364657,FALSE,,,
M00368873,FALSE,,,
M00369121,FALSE,,,
M00369178,FALSE,,,
M00370452,FALSE,,,
M00370489,FALSE,,,
M00372230,FALSE,,,
M00375756,FALSE,,,
M00379600,FALSE,,,
M00382745,FALSE,,,
M00383040,FALSE,,,
M00384949,FALSE,,,
M00389894,FALSE,,,
M00396049,FALSE,,,
M00400036,FALSE,,,
M00400141,FALSE,,,
M00407288,FALSE,,,
M00411285,FALSE,,,
M00419751,FALSE,,,
M00427316,FALSE,,,
M00429124,FALSE,,,
M00434444,FALSE,,,
M00438851,FALSE,,,
M00439728,FALSE,,,
M00443814,FALSE,,,
M00453631,FALSE,,,
M00456940,FALSE,,,
M00466836,FALSE,,,
M00470802,FALSE,,,
M00473083,FALSE,,,
M00475034,FALSE,,,
M00475701,FALSE,,,
M00476273,FALSE,,,
M00476349,FALSE,,,
M00480101,FALSE,,,
M00480860,FALSE,,,
M00481227,FALSE,,,
M00486017,FALSE,,,
M00487385,FALSE,,,
M00490450,FALSE,,,
M00495755,FALSE,,,
M00500375,FALSE,,,
M00505717,FALSE,,,
M00514765,FALSE,,,
M00515095,FALSE,,,
M00523327,FALSE,,,
M00523602,FALSE,,,
M00542246,FALSE,,,
M00543389,FALSE,,,
M00551810,FALSE,,,
