job_number,include_record,reason,date_reviewed,reviewer
102037822,FALSE,,,
102153492,FALSE,,,
102289248,FALSE,,,
102302571,FALSE,,,
102311375,FALSE,,,
102315291,FALSE,,,
102343260,FALSE,,,
102353034,FALSE,,,
102375680,FALSE,,,
102388266,FALSE,,,
102395757,FALSE,,,
102403301,FALSE,,,
102480780,FALSE,,,
102487523,FALSE,,,
102496256,FALSE,,,
102511266,FALSE,,,
102524001,FALSE,,,
102527561,FALSE,,,
102527678,FALSE,,,
102549155,FALSE,,,
102581467,FALSE,,,
102588497,FALSE,,,
102617964,FALSE,,,
102642124,FALSE,,,
102654209,FALSE,,,
102699377,FALSE,,,
102705084,FALSE,,,
102718953,FALSE,,,
102719523,FALSE,,,
102731634,FALSE,,,
102735337,FALSE,,,
102735346,FALSE,,,
102745371,FALSE,,,
102798803,FALSE,,,
102799027,FALSE,,,
102821118,FALSE,,,
102891783,FALSE,,,
102903020,FALSE,,,
102903048,FALSE,,,
102919905,FALSE,,,
102930571,FALSE,,,
102940392,FALSE,,,
102972357,FALSE,,,
102979662,FALSE,,,
103027886,FALSE,,,
103041174,FALSE,,,
103056096,FALSE,,,
103091280,FALSE,,,
103109529,FALSE,,,
103166958,FALSE,,,
103171826,FALSE,,,
103172111,FALSE,,,
103227651,FALSE,,,
103274822,FALSE,,,
103277160,FALSE,,,
103282733,FALSE,,,
103290984,FALSE,,,
103333536,FALSE,,,
103333545,FALSE,,,
103354031,FALSE,,,
103358055,FALSE,,,
103369533,FALSE,,,
103431289,FALSE,,,
103435784,FALSE,,,
103447192,FALSE,,,
103477612,FALSE,,,
103486522,FALSE,,,
103513084,FALSE,,,
103555494,FALSE,,,
103573562,FALSE,,,
103593434,FALSE,,,
103677442,FALSE,,,
103679896,FALSE,,,
103680367,FALSE,,,
103690061,FALSE,,,
103695841,FALSE,,,
103709532,FALSE,,,
103712243,FALSE,,,
103712252,FALSE,,,
103743353,FALSE,,,
103805875,FALSE,,,
103810155,FALSE,,,
103831196,FALSE,,,
103858407,FALSE,,,
103859567,FALSE,,,
103862679,FALSE,,,
103907774,FALSE,,,
104010534,FALSE,,,
104020836,FALSE,,,
104063139,FALSE,,,
104089503,FALSE,,,
104091652,FALSE,,,
104107681,FALSE,,,
104153381,FALSE,,,
104163030,FALSE,,,
104216581,FALSE,,,
104269122,FALSE,,,
104282786,FALSE,,,
104307812,FALSE,,,
104316189,FALSE,,,
104327961,FALSE,,,
104350480,FALSE,,,
104486824,FALSE,,,
104492540,FALSE,,,
104582328,FALSE,,,
104593557,FALSE,,,
104691148,FALSE,,,
104912766,FALSE,,,
110139127,FALSE,,,
110183989,FALSE,,,
110309185,FALSE,,,
120263133,FALSE,,,
120263142,FALSE,,,
120263151,FALSE,,,
120277716,FALSE,,,
120298668,FALSE,,,
120299248,FALSE,,,
120303135,FALSE,,,
120330472,FALSE,,,
120353278,FALSE,,,
120887228,FALSE,,,
121000665,FALSE,,,
121053796,FALSE,,,
121496256,FALSE,,,
121498708,FALSE,,,
121619383,FALSE,,,
121621441,FALSE,,,
121623047,FALSE,,,
121623092,FALSE,,,
121631546,FALSE,,,
121633198,FALSE,,,
121633205,FALSE,,,
121723590,FALSE,,,
121723616,FALSE,,,
121736461,FALSE,,,
121738469,FALSE,,,
121738478,FALSE,,,
121746986,FALSE,,,
121746995,FALSE,,,
121747002,FALSE,,,
121749689,FALSE,,,
121749698,FALSE,,,
121751194,FALSE,,,
121751292,FALSE,,,
121751327,FALSE,,,
121762100,FALSE,,,
121762128,FALSE,,,
121762146,FALSE,,,
121764359,FALSE,,,
121765081,FALSE,,,
121765134,FALSE,,,
121766419,FALSE,,,
121766730,FALSE,,,
121766749,FALSE,,,
121766758,FALSE,,,
121767285,FALSE,,,
121767294,FALSE,,,
121771074,FALSE,,,
121771476,FALSE,,,
121778399,FALSE,,,
121778406,FALSE,,,
121778415,FALSE,,,
121778718,FALSE,,,
121779110,FALSE,,,
121779860,FALSE,,,
121783392,FALSE,,,
121783418,FALSE,,,
121783766,FALSE,,,
121787174,FALSE,,,
121790213,FALSE,,,
121791739,FALSE,,,
121793372,FALSE,,,
121793381,FALSE,,,
121793390,FALSE,,,
121793407,FALSE,,,
121793416,FALSE,,,
121805001,FALSE,,,
121805485,FALSE,,,
121837352,FALSE,,,
121862680,FALSE,,,
121870243,FALSE,,,
121870252,FALSE,,,
121870840,FALSE,,,
121894584,FALSE,,,
121894593,FALSE,,,
121899080,FALSE,,,
121900452,FALSE,,,
121900461,FALSE,,,
121900639,FALSE,,,
121900657,FALSE,,,
121919175,FALSE,,,
121926728,FALSE,,,
121926746,FALSE,,,
121926755,FALSE,,,
121926764,FALSE,,,
121926773,FALSE,,,
121931874,FALSE,,,
121931883,FALSE,,,
121936147,FALSE,,,
121948474,FALSE,,,
121950718,FALSE,,,
121950745,FALSE,,,
121959540,FALSE,,,
121963937,FALSE,,,
121963964,FALSE,,,
121963973,FALSE,,,
121963982,FALSE,,,
121963991,FALSE,,,
121976371,FALSE,,,
121976399,FALSE,,,
121979403,FALSE,,,
121983899,FALSE,,,
121987680,FALSE,,,
121987699,FALSE,,,
121987715,FALSE,,,
121992022,FALSE,,,
121993147,FALSE,,,
121997982,FALSE,,,
121997991,FALSE,,,
121998400,FALSE,,,
121998561,FALSE,,,
121998570,FALSE,,,
122022943,FALSE,,,
122022952,FALSE,,,
122022961,FALSE,,,
122022970,FALSE,,,
122022989,FALSE,,,
122029848,FALSE,,,
122030319,FALSE,,,
122038080,FALSE,,,
122048417,FALSE,,,
122048435,FALSE,,,
122057040,FALSE,,,
122057246,FALSE,,,
122057264,FALSE,,,
122057273,FALSE,,,
122058138,FALSE,,,
122058147,FALSE,,,
122058432,FALSE,,,
122058450,FALSE,,,
122061311,FALSE,,,
122065763,FALSE,,,
122065772,FALSE,,,
122065781,FALSE,,,
122077153,FALSE,,,
122077171,FALSE,,,
122077180,FALSE,,,
122079099,FALSE,,,
122085420,FALSE,,,
122085439,FALSE,,,
122086161,FALSE,,,
122086660,FALSE,,,
122087268,FALSE,,,
122097621,FALSE,,,
122097630,FALSE,,,
122097649,FALSE,,,
122097658,FALSE,,,
122097667,FALSE,,,
122097676,FALSE,,,
122097685,FALSE,,,
122097701,FALSE,,,
122099031,FALSE,,,
122103918,FALSE,,,
122103927,FALSE,,,
122110054,FALSE,,,
122113532,FALSE,,,
122113550,FALSE,,,
122113569,FALSE,,,
122113603,FALSE,,,
122121630,FALSE,,,
122121649,FALSE,,,
122121658,FALSE,,,
122121667,FALSE,,,
122121694,FALSE,,,
122121701,FALSE,,,
122121792,FALSE,,,
122121863,FALSE,,,
122121881,FALSE,,,
122126421,FALSE,,,
122128722,FALSE,,,
122128759,FALSE,,,
122134886,FALSE,,,
122134895,FALSE,,,
122134902,FALSE,,,
122134939,FALSE,,,
122134957,FALSE,,,
122134975,FALSE,,,
122136848,FALSE,,,
122136857,FALSE,,,
122136866,FALSE,,,
122136875,FALSE,,,
122136884,FALSE,,,
122150377,FALSE,,,
122150386,FALSE,,,
122150395,FALSE,,,
122150402,FALSE,,,
122150411,FALSE,,,
122153267,FALSE,,,
122158690,FALSE,,,
122160204,FALSE,,,
122164629,FALSE,,,
122165619,FALSE,,,
122166146,FALSE,,,
122166253,FALSE,,,
122166271,FALSE,,,
122166280,FALSE,,,
122197773,FALSE,,,
122197791,FALSE,,,
122205461,FALSE,,,
122205470,FALSE,,,
122218340,FALSE,,,
122218368,FALSE,,,
122243508,FALSE,,,
122243535,FALSE,,,
122243544,FALSE,,,
122262443,FALSE,,,
122273770,FALSE,,,
122276321,FALSE,,,
122280520,FALSE,,,
122280539,FALSE,,,
122280548,FALSE,,,
122281538,FALSE,,,
122281547,FALSE,,,
122281814,FALSE,,,
122282966,FALSE,,,
122282984,FALSE,,,
122283670,FALSE,,,
122343044,FALSE,,,
122348110,FALSE,,,
122357332,FALSE,,,
122358929,FALSE,,,
122358938,FALSE,,,
122359143,FALSE,,,
122359161,FALSE,,,
122364299,FALSE,,,
122385203,FALSE,,,
122385212,FALSE,,,
122395737,FALSE,,,
122395746,FALSE,,,
122395862,FALSE,,,
122412709,FALSE,,,
122432484,FALSE,,,
122441474,FALSE,,,
122456387,FALSE,,,
122467623,FALSE,,,
122474599,FALSE,,,
122492999,FALSE,,,
122532919,FALSE,,,
122534926,FALSE,,,
122539191,FALSE,,,
122563243,FALSE,,,
122618694,FALSE,,,
122624758,FALSE,,,
122628308,FALSE,,,
122635489,FALSE,,,
122635531,FALSE,,,
122635933,FALSE,,,
122636095,FALSE,,,
122642676,FALSE,,,
122642747,FALSE,,,
122652502,FALSE,,,
122663091,FALSE,,,
122710664,FALSE,,,
122710682,FALSE,,,
122713929,FALSE,,,
122713938,FALSE,,,
122720145,FALSE,,,
122724374,FALSE,,,
122727460,FALSE,,,
122727479,FALSE,,,
122727488,FALSE,,,
122727503,FALSE,,,
122732757,FALSE,,,
122739769,FALSE,,,
122742363,FALSE,,,
122759167,FALSE,,,
122764909,FALSE,,,
122798222,FALSE,,,
122800978,FALSE,,,
122801012,FALSE,,,
122801021,FALSE,,,
122809309,FALSE,,,
122814286,FALSE,,,
122814302,FALSE,,,
122838153,FALSE,,,
122838162,FALSE,,,
122838171,FALSE,,,
122850156,FALSE,,,
122876735,FALSE,,,
122876744,FALSE,,,
122876762,FALSE,,,
122879830,FALSE,,,
122879858,FALSE,,,
122898766,FALSE,,,
122905534,FALSE,,,
122905543,FALSE,,,
122905552,FALSE,,,
122905730,FALSE,,,
122905749,FALSE,,,
122905758,FALSE,,,
122919609,FALSE,,,
122929643,FALSE,,,
122975637,FALSE,,,
122979697,FALSE,,,
122982576,FALSE,,,
122983432,FALSE,,,
122996071,FALSE,,,
123027928,FALSE,,,
123032164,FALSE,,,
123032226,FALSE,,,
123048772,FALSE,,,
123048807,FALSE,,,
123048843,FALSE,,,
123068465,FALSE,,,
123071326,FALSE,,,
123071656,FALSE,,,
123073155,FALSE,,,
123075956,FALSE,,,
123086436,FALSE,,,
123093801,FALSE,,,
123146577,FALSE,,,
123146586,FALSE,,,
123159517,FALSE,,,
123166199,FALSE,,,
123177105,FALSE,,,
123185695,FALSE,,,
123186104,FALSE,,,
123190279,FALSE,,,
123198084,FALSE,,,
123204790,FALSE,,,
123204807,FALSE,,,
123205156,FALSE,,,
123212497,FALSE,,,
123227999,FALSE,,,
123228015,FALSE,,,
123241410,FALSE,,,
123243784,FALSE,,,
123265402,FALSE,,,
123274624,FALSE,,,
123302336,FALSE,,,
123306010,FALSE,,,
123306047,FALSE,,,
123306056,FALSE,,,
123306065,FALSE,,,
123306074,FALSE,,,
123306083,FALSE,,,
123306092,FALSE,,,
123307965,FALSE,,,
123354057,FALSE,,,
123356448,FALSE,,,
123363724,FALSE,,,
123378264,FALSE,,,
123381704,FALSE,,,
123392658,FALSE,,,
123400998,FALSE,,,
123401005,FALSE,,,
123413458,FALSE,,,
123413467,FALSE,,,
123417739,FALSE,,,
123432491,FALSE,,,
123436451,FALSE,,,
123437147,FALSE,,,
123439617,FALSE,,,
123439662,FALSE,,,
123455055,FALSE,,,
123459961,FALSE,,,
123466695,FALSE,,,
123466711,FALSE,,,
123478110,FALSE,,,
123480660,FALSE,,,
123482551,FALSE,,,
