cartodb_id,maprojid,project_de,footprint_,footprin_1,geometry
1,801BNY5THST,BNYDC 5th Street Reconstruction,801SANDBNYWF,AD Sprint,"MULTIPOLYGON (((-73.97056629406944 40.70692860625338, -73.97094232201287 40.70454147255835, -73.97072215475876 40.70316673080259, -73.96963585028543 40.70398452663728, -73.96959122104084 40.70412126179551, -73.96944509519767 40.70416680376456, -73.96896839082498 40.70418782794281, -73.9684737671585 40.70387694056215, -73.96761765985104 40.70334029232795, -73.96750649603661 40.7034427598693, -73.96749516495133 40.70365971169939, -73.96747818720961 40.70395353566192, -73.96829166538036 40.70445771356376, -73.96929927106113 40.70509176773676, -73.96925259565496 40.70552502296007, -73.96806126955265 40.70582381421936, -73.96732604321117 40.7041265297018, -73.96716321384054 40.70404792654207, -73.96277885462278 40.70052771034141, -73.96272902172223 40.70048769693049, -73.96329216696242 40.70015088481683, -73.96565684865446 40.70178658627501, -73.96577351477242 40.70171487449195, -73.9658003753907 40.70146218889032, -73.96620803239315 40.70147369074233, -73.96631149026354 40.70087955441259, -73.96631872984847 40.70087975799714, -73.96634618377672 40.699974236309, -73.96624488832184 40.69997064887977, -73.96624860882625 40.69929087282543, -73.96775986962268 40.69931121496515, -73.96776286384417 40.69920643543018, -73.96960151544684 40.69923115610158, -73.9696751705722 40.69788655425275, -73.97795141120186 40.69821915649014, -73.97787879215015 40.69872573595749, -73.97809984573036 40.6991397478012, -73.97818074164594 40.69918189478543, -73.97874592738141 40.69914697347683, -73.97920216556653 40.69956642752106, -73.97982311970591 40.69958796150369, -73.97983639996286 40.69945937975163, -73.98035835633657 40.69947326959754, -73.98026891819741 40.70080973812504, -73.98074812188246 40.70142946831569, -73.98062318251404 40.7018631126633, -73.98014284365495 40.70183200725922, -73.97984812657835 40.702196469155, -73.97979951125987 40.70225659131137, -73.97785773463833 40.70194591478251, -73.97729860893058 40.70422628315752, -73.97721129862386 40.70421297465506, -73.97726186282468 40.70403959236276, -73.97736074868473 40.70369453285604, -73.97745626131214 40.70336655765418, -73.97742035730155 40.70333238432789, -73.97748771504801 40.70328456394874, -73.97749951779782 40.70322563340152, -73.97749335046704 40.70322135804725, -73.97748661588516 40.70321580626585, -73.97747427314633 40.70320769032485, -73.97744397476279 40.70318803845944, -73.97742041284788 40.70316838845662, -73.97741255719484 40.70316326188955, -73.97739909368504 40.70315257991388, -73.97737889373006 40.70314189990664, -73.97736318228093 40.7031384817808, -73.9773519554312 40.70314531348899, -73.97734522156975 40.70315043444483, -73.97733399297825 40.70316025629822, -73.97732276857137 40.70316836926042, -73.97729582502366 40.70318715461216, -73.97712977597112 40.70300860330016, -73.97630201588785 40.70465865833023, -73.97627283058897 40.704666339855, -73.97603940028449 40.70459625114137, -73.97603042799913 40.70457489665003, -73.97692333966441 40.70278818982408, -73.97689641375175 40.7027582895353, -73.97670904859731 40.70256435879586, -73.97668212269582 40.70253702206705, -73.97665295105658 40.70251053685158, -73.97662377914097 40.7024849057996, -73.97659236148773 40.7024601295524, -73.97655982191019 40.70243620669014, -73.97618055909705 40.7021824438675, -73.97616373026257 40.70216792112226, -73.97613004548387 40.70221062159727, -73.97605592602659 40.70232933433324, -73.97556182522642 40.70306807249735, -73.97531830831105 40.70297320920493, -73.97600331017627 40.70196118167996, -73.97599658103803 40.70194922243043, -73.97587538391322 40.70190392821925, -73.97583386217163 40.70188854333117, -73.97582038827927 40.70190391667926, -73.9755982004401 40.70181589071363, -73.97560830822829 40.70179795636059, -73.97550394304926 40.70175949704513, -73.975415227184 40.70190383085247, -73.97541073378227 40.70191066106565, -73.97539277926523 40.70190382605553, -73.97457544233804 40.70160857346427, -73.97456723096147 40.70159914118355, -73.97456321310565 40.70158824851573, -73.97456368401583 40.70157906792684, -73.97481056043712 40.70117937725134, -73.97483468552389 40.70118792424043, -73.97484310586381 40.70118451104324, -73.97580433925874 40.69974119788163, -73.97580602630933 40.69973137361897, -73.97580771263753 40.69972155100301, -73.9758077151168 40.69971471873065, -73.97580771759607 40.69970788645833, -73.97580716072075 40.69969806282186, -73.97580660456642 40.69968824028341, -73.97580548183878 40.69968140612769, -73.97580324008487 40.69967542755487, -73.97580212024297 40.69966859339969, -73.97579988024262 40.69966176010688, -73.97579763776936 40.69965577933799, -73.97579427328395 40.69964894635756, -73.97579203081064 40.69964296833332, -73.97578866385314 40.69963698732776, -73.97578529978119 40.69963100687162, -73.97578081410965 40.69962502617938, -73.97577744787478 40.69961904682044, -73.97577296220415 40.69961306777477, -73.97576623282373 40.69960452464451, -73.9757583779285 40.69959683489922, -73.97574996491474 40.699588719048, -73.97574154870688 40.69958145791583, -73.97573593896888 40.69957633005831, -73.97572920515636 40.6995720594286, -73.97572359758314 40.69956693376675, -73.9757168644945 40.69956266094064, -73.97570564418984 40.69955667992224, -73.97569554620802 40.69955069749291, -73.97568432415321 40.69954557064338, -73.97567310323137 40.69954129686651, -73.97566524751672 40.69953787797146, -73.97565739365483 40.69953531324757, -73.97564953907123 40.69953275126782, -73.97564168304652 40.69953018709142, -73.9756327043907 40.69952847575021, -73.97562485021872 40.69952676574439, -73.97561699532498 40.69952505793368, -73.97560408942861 40.6995229192215, -73.97558725469261 40.6995207796746, -73.97557042108681 40.69951949539475, -73.9755575131241 40.69951906501965, -73.97554460845424 40.69951948991306, -73.9755277726232 40.69952034105493, -73.97551486691829 40.69952161901826, -73.97550700860951 40.69952332623789, -73.97549803262278 40.69952417740088, -73.97549017359157 40.69952588571719, -73.97548231816779 40.69952759019099, -73.97547333866589 40.69953015134092, -73.97546548179783 40.69953185800912, -73.97545762389363 40.69953441884789, -73.97544976887416 40.69953697913783, -73.97543854394328 40.69954167413657, -73.97542394997714 40.69954807895335, -73.97541272632746 40.69955320158445, -73.97540599155182 40.69955746990448, -73.97539925461129 40.69956173877259, -73.97538971355903 40.69956728939572, -73.97537736600552 40.69957668263982, -73.97479063167701 40.70045419578956, -73.97439984671792 40.70103493609358, -73.97442340954439 40.70104604445969, -73.97436725811821 40.70113486302819, -73.97433834314391 40.70118012820723, -73.97433132703576 40.70118760064065, -73.97432346633484 40.7011949301574, -73.97431672966151 40.70119976822582, -73.9741319342226 40.70128628194038, -73.97411972820358 40.70128841517338, -73.97410794386549 40.70128755835189, -73.9740965825284 40.70128403096707, -73.97408858646398 40.70127950798872, -73.97389365425694 40.70109461218231, -73.97375225179881 40.70107578935463, -73.97355479257223 40.70089551622591, -73.97356601837132 40.70088954125291, -73.9735514350749 40.70087330864946, -73.9735671494321 40.70086391527804, -73.97293102429258 40.70030088064984, -73.97292373297191 40.70029319249113, -73.97291756257076 40.70028721184036, -73.97291139182337 40.70028208590944, -73.97290522107694 40.70027695997818, -73.97289736882314 40.70027226073628, -73.97289063673917 40.70026756120877, -73.97288277909142 40.70026371503799, -73.97287492649369 40.70025986886787, -73.97256187507432 40.70008298504811, -73.97249676273027 40.70012653169542, -73.97241144557928 40.70018373855848, -73.97260857120776 40.70046458896122, -73.9726167057248 40.70047398568286, -73.97262512270872 40.70048231585493, -73.97263185210542 40.70048829775205, -73.97327863660011 40.70105859695074, -73.97329323192109 40.70104834973483, -73.97330669599957 40.70106031180399, -73.97332465550474 40.70105177590246, -73.97351986945151 40.70122948254969, -73.9735299284918 40.70133369045359, -73.97373482508554 40.70150617182359, -73.97373885766206 40.70151596057899, -73.97373902561846 40.7015253905351, -73.97373567117988 40.70153546196271, -73.97373032136845 40.70154247197184, -73.97372161824146 40.70154937362039, -73.97371334170813 40.70155367771923, -73.97321400143623 40.70166364307901, -73.97320291543323 40.70166417463, -73.97319328426099 40.70166303221153, -73.973181735038 40.70166032537785, -73.97317289750126 40.70165690498692, -73.97306182697254 40.70155480998528, -73.97303938061405 40.70155480472972, -73.97287782261066 40.70141553852151, -73.97284863378903 40.70143261506306, -73.97148215278037 40.70023561650774, -73.97112427343178 40.69991692796483, -73.97096043931117 40.69986820062579, -73.97087287326124 40.69992625940542, -73.97077857375891 40.6999877352899, -73.97081892000283 40.70011757682234, -73.97126879262497 40.70051401834417, -73.97238957260004 40.7015051098576, -73.97253317779602 40.70163583020653, -73.97250623425577 40.70165632388115, -73.97255447117944 40.70170502150134, -73.97277437068666 40.70190323648625, -73.97330165202803 40.70238029707551, -73.97330703506901 40.70238965852371, -73.97330840477011 40.70239706092526, -73.97330752696311 40.70240417954574, -73.97330540519843 40.7024105150706, -73.9733008504906 40.70241670565641, -73.97288515223937 40.7027126182696, -73.97287420925664 40.70271577107363, -73.97286214203751 40.70271640940639, -73.9728520405333 40.70271498523576, -73.97284437174629 40.70271251423569, -73.97250591158087 40.70243872696336, -73.97209501380284 40.70272049793556, -73.97212081446457 40.7027538168576, -73.97223974342555 40.70285292614633, -73.97253145468265 40.70309386741162, -73.9728298971056 40.70334591264314, -73.97283212797515 40.70338178780074, -73.97271648153398 40.70348853071668, -73.97266485288823 40.70349278657726, -73.97236301385408 40.70330651127122, -73.97200371809595 40.70363868980147, -73.9720407465464 40.70366346920959, -73.9722977001625 40.70382496634665, -73.97230723837873 40.70383180255801, -73.97231228523016 40.70383949076124, -73.97231452826468 40.70384717993679, -73.97231452542745 40.70385401165647, -73.97231115253756 40.70386255255411, -73.97230553917674 40.70386938566877, -73.97226960837013 40.70390012277871, -73.97220168241705 40.70395947127115, -73.97219045669 40.70396374106084, -73.97217979412899 40.70396501864267, -73.97216632628557 40.70396288050846, -73.97145941776687 40.70352580995471, -73.97116312993602 40.70348900510972, -73.97113058473946 40.70348472664578, -73.97102054698685 40.70359061454377, -73.97098798650927 40.70362135594605, -73.97109788035027 40.70384431616321, -73.97163086058555 40.70418611107323, -73.97221097833717 40.70454584918216, -73.9727978354412 40.70491071371143, -73.97280681606995 40.70490388246714, -73.97346885817073 40.7053183010011, -73.97346099861105 40.705328549787, -73.97363941264338 40.70544133692808, -73.97416456850074 40.70577115929861, -73.97465606284527 40.7060770572691, -73.97460890335267 40.70612658712655, -73.97458195675169 40.7061539135419, -73.97456398551239 40.70617867832474, -73.97456622346252 40.70619490861027, -73.97455836573668 40.70620430384865, -73.97453254156765 40.70622394351359, -73.97451569528286 40.70624956325712, -73.9744988501556 40.7062683518292, -73.97448426030159 40.70627689140019, -73.97446742170247 40.70627859490973, -73.97445395079703 40.70628115388384, -73.97438882917052 40.70634007663679, -73.9740742717441 40.70612719476681, -73.97391642026699 40.70601624592539, -73.97350349120775 40.70572744906363, -73.97336768606513 40.7057069159792, -73.9730944223938 40.70587212237999, -73.97305613183063 40.705894461295, -73.97301180168253 40.70591951994066, -73.97255038713216 40.70617565544151, -73.97314733217215 40.7066191009139, -73.97367695637742 40.70700956986336, -73.97411259597564 40.70733275756372, -73.97424750699496 40.70743057442802, -73.97379027919649 40.70767794901109, -73.97317065818422 40.70722299176148, -73.97260288165219 40.70680773882542, -73.97184211679756 40.70624894029273, -73.97120815724655 40.70578583284895, -73.97111384276931 40.70586012261796, -73.97101128774247 40.70681760070073, -73.97104939634228 40.70693633725572, -73.97143869041322 40.70736948853849, -73.97220572192843 40.70821366753148, -73.97056629406944 40.70692860625338)), ((-73.96916055073395 40.70430860588017, -73.96944338796668 40.70430334384186, -73.96939442656331 40.70445560106069, -73.96916055073395 40.70430860588017)), ((-73.97833538741143 40.70584035296518, -73.97833946624263 40.70582611609122, -73.97856793213421 40.70586343385403, -73.9785632236804 40.70587968692263, -73.97833538741143 40.70584035296518)), ((-73.97906940179742 40.70596348715358, -73.97907570459853 40.70594637140039, -73.97915690984915 40.70595963565944, -73.97909832307185 40.70596121699926, -73.97909027433893 40.70596305343162, -73.97906940179742 40.70596348715358)))"
2,801BNY910SBB,"BNYDC Berths 9, 10 and Small Boat Basin Structural Work",801SANDBNYWF,AD Sprint,"MULTIPOLYGON (((-73.97056629406944 40.70692860625338, -73.97094232201287 40.70454147255835, -73.97072215475876 40.70316673080259, -73.96963585028543 40.70398452663728, -73.96959122104084 40.70412126179551, -73.96944509519767 40.70416680376456, -73.96896839082498 40.70418782794281, -73.9684737671585 40.70387694056215, -73.96761765985104 40.70334029232795, -73.96750649603661 40.7034427598693, -73.96749516495133 40.70365971169939, -73.96747818720961 40.70395353566192, -73.96829166538036 40.70445771356376, -73.96929927106113 40.70509176773676, -73.96925259565496 40.70552502296007, -73.96806126955265 40.70582381421936, -73.96732604321117 40.7041265297018, -73.96716321384054 40.70404792654207, -73.96277885462278 40.70052771034141, -73.96272902172223 40.70048769693049, -73.96329216696242 40.70015088481683, -73.96565684865446 40.70178658627501, -73.96577351477242 40.70171487449195, -73.9658003753907 40.70146218889032, -73.96620803239315 40.70147369074233, -73.96631149026354 40.70087955441259, -73.96631872984847 40.70087975799714, -73.96634618377672 40.699974236309, -73.96624488832184 40.69997064887977, -73.96624860882625 40.69929087282543, -73.96775986962268 40.69931121496515, -73.96776286384417 40.69920643543018, -73.96960151544684 40.69923115610158, -73.9696751705722 40.69788655425275, -73.97795141120186 40.69821915649014, -73.97787879215015 40.69872573595749, -73.97809984573036 40.6991397478012, -73.97818074164594 40.69918189478543, -73.97874592738141 40.69914697347683, -73.97920216556653 40.69956642752106, -73.97982311970591 40.69958796150369, -73.97983639996286 40.69945937975163, -73.98035835633657 40.69947326959754, -73.98026891819741 40.70080973812504, -73.98074812188246 40.70142946831569, -73.98062318251404 40.7018631126633, -73.98014284365495 40.70183200725922, -73.97984812657835 40.702196469155, -73.97979951125987 40.70225659131137, -73.97785773463833 40.70194591478251, -73.97729860893058 40.70422628315752, -73.97721129862386 40.70421297465506, -73.97726186282468 40.70403959236276, -73.97736074868473 40.70369453285604, -73.97745626131214 40.70336655765418, -73.97742035730155 40.70333238432789, -73.97748771504801 40.70328456394874, -73.97749951779782 40.70322563340152, -73.97749335046704 40.70322135804725, -73.97748661588516 40.70321580626585, -73.97747427314633 40.70320769032485, -73.97744397476279 40.70318803845944, -73.97742041284788 40.70316838845662, -73.97741255719484 40.70316326188955, -73.97739909368504 40.70315257991388, -73.97737889373006 40.70314189990664, -73.97736318228093 40.7031384817808, -73.9773519554312 40.70314531348899, -73.97734522156975 40.70315043444483, -73.97733399297825 40.70316025629822, -73.97732276857137 40.70316836926042, -73.97729582502366 40.70318715461216, -73.97712977597112 40.70300860330016, -73.97630201588785 40.70465865833023, -73.97627283058897 40.704666339855, -73.97603940028449 40.70459625114137, -73.97603042799913 40.70457489665003, -73.97692333966441 40.70278818982408, -73.97689641375175 40.7027582895353, -73.97670904859731 40.70256435879586, -73.97668212269582 40.70253702206705, -73.97665295105658 40.70251053685158, -73.97662377914097 40.7024849057996, -73.97659236148773 40.7024601295524, -73.97655982191019 40.70243620669014, -73.97618055909705 40.7021824438675, -73.97616373026257 40.70216792112226, -73.97613004548387 40.70221062159727, -73.97605592602659 40.70232933433324, -73.97556182522642 40.70306807249735, -73.97531830831105 40.70297320920493, -73.97600331017627 40.70196118167996, -73.97599658103803 40.70194922243043, -73.97587538391322 40.70190392821925, -73.97583386217163 40.70188854333117, -73.97582038827927 40.70190391667926, -73.9755982004401 40.70181589071363, -73.97560830822829 40.70179795636059, -73.97550394304926 40.70175949704513, -73.975415227184 40.70190383085247, -73.97541073378227 40.70191066106565, -73.97539277926523 40.70190382605553, -73.97457544233804 40.70160857346427, -73.97456723096147 40.70159914118355, -73.97456321310565 40.70158824851573, -73.97456368401583 40.70157906792684, -73.97481056043712 40.70117937725134, -73.97483468552389 40.70118792424043, -73.97484310586381 40.70118451104324, -73.97580433925874 40.69974119788163, -73.97580602630933 40.69973137361897, -73.97580771263753 40.69972155100301, -73.9758077151168 40.69971471873065, -73.97580771759607 40.69970788645833, -73.97580716072075 40.69969806282186, -73.97580660456642 40.69968824028341, -73.97580548183878 40.69968140612769, -73.97580324008487 40.69967542755487, -73.97580212024297 40.69966859339969, -73.97579988024262 40.69966176010688, -73.97579763776936 40.69965577933799, -73.97579427328395 40.69964894635756, -73.97579203081064 40.69964296833332, -73.97578866385314 40.69963698732776, -73.97578529978119 40.69963100687162, -73.97578081410965 40.69962502617938, -73.97577744787478 40.69961904682044, -73.97577296220415 40.69961306777477, -73.97576623282373 40.69960452464451, -73.9757583779285 40.69959683489922, -73.97574996491474 40.699588719048, -73.97574154870688 40.69958145791583, -73.97573593896888 40.69957633005831, -73.97572920515636 40.6995720594286, -73.97572359758314 40.69956693376675, -73.9757168644945 40.69956266094064, -73.97570564418984 40.69955667992224, -73.97569554620802 40.69955069749291, -73.97568432415321 40.69954557064338, -73.97567310323137 40.69954129686651, -73.97566524751672 40.69953787797146, -73.97565739365483 40.69953531324757, -73.97564953907123 40.69953275126782, -73.97564168304652 40.69953018709142, -73.9756327043907 40.69952847575021, -73.97562485021872 40.69952676574439, -73.97561699532498 40.69952505793368, -73.97560408942861 40.6995229192215, -73.97558725469261 40.6995207796746, -73.97557042108681 40.69951949539475, -73.9755575131241 40.69951906501965, -73.97554460845424 40.69951948991306, -73.9755277726232 40.69952034105493, -73.97551486691829 40.69952161901826, -73.97550700860951 40.69952332623789, -73.97549803262278 40.69952417740088, -73.97549017359157 40.69952588571719, -73.97548231816779 40.69952759019099, -73.97547333866589 40.69953015134092, -73.97546548179783 40.69953185800912, -73.97545762389363 40.69953441884789, -73.97544976887416 40.69953697913783, -73.97543854394328 40.69954167413657, -73.97542394997714 40.69954807895335, -73.97541272632746 40.69955320158445, -73.97540599155182 40.69955746990448, -73.97539925461129 40.69956173877259, -73.97538971355903 40.69956728939572, -73.97537736600552 40.69957668263982, -73.97479063167701 40.70045419578956, -73.97439984671792 40.70103493609358, -73.97442340954439 40.70104604445969, -73.97436725811821 40.70113486302819, -73.97433834314391 40.70118012820723, -73.97433132703576 40.70118760064065, -73.97432346633484 40.7011949301574, -73.97431672966151 40.70119976822582, -73.9741319342226 40.70128628194038, -73.97411972820358 40.70128841517338, -73.97410794386549 40.70128755835189, -73.9740965825284 40.70128403096707, -73.97408858646398 40.70127950798872, -73.97389365425694 40.70109461218231, -73.97375225179881 40.70107578935463, -73.97355479257223 40.70089551622591, -73.97356601837132 40.70088954125291, -73.9735514350749 40.70087330864946, -73.9735671494321 40.70086391527804, -73.97293102429258 40.70030088064984, -73.97292373297191 40.70029319249113, -73.97291756257076 40.70028721184036, -73.97291139182337 40.70028208590944, -73.97290522107694 40.70027695997818, -73.97289736882314 40.70027226073628, -73.97289063673917 40.70026756120877, -73.97288277909142 40.70026371503799, -73.97287492649369 40.70025986886787, -73.97256187507432 40.70008298504811, -73.97249676273027 40.70012653169542, -73.97241144557928 40.70018373855848, -73.97260857120776 40.70046458896122, -73.9726167057248 40.70047398568286, -73.97262512270872 40.70048231585493, -73.97263185210542 40.70048829775205, -73.97327863660011 40.70105859695074, -73.97329323192109 40.70104834973483, -73.97330669599957 40.70106031180399, -73.97332465550474 40.70105177590246, -73.97351986945151 40.70122948254969, -73.9735299284918 40.70133369045359, -73.97373482508554 40.70150617182359, -73.97373885766206 40.70151596057899, -73.97373902561846 40.7015253905351, -73.97373567117988 40.70153546196271, -73.97373032136845 40.70154247197184, -73.97372161824146 40.70154937362039, -73.97371334170813 40.70155367771923, -73.97321400143623 40.70166364307901, -73.97320291543323 40.70166417463, -73.97319328426099 40.70166303221153, -73.973181735038 40.70166032537785, -73.97317289750126 40.70165690498692, -73.97306182697254 40.70155480998528, -73.97303938061405 40.70155480472972, -73.97287782261066 40.70141553852151, -73.97284863378903 40.70143261506306, -73.97148215278037 40.70023561650774, -73.97112427343178 40.69991692796483, -73.97096043931117 40.69986820062579, -73.97087287326124 40.69992625940542, -73.97077857375891 40.6999877352899, -73.97081892000283 40.70011757682234, -73.97126879262497 40.70051401834417, -73.97238957260004 40.7015051098576, -73.97253317779602 40.70163583020653, -73.97250623425577 40.70165632388115, -73.97255447117944 40.70170502150134, -73.97277437068666 40.70190323648625, -73.97330165202803 40.70238029707551, -73.97330703506901 40.70238965852371, -73.97330840477011 40.70239706092526, -73.97330752696311 40.70240417954574, -73.97330540519843 40.7024105150706, -73.9733008504906 40.70241670565641, -73.97288515223937 40.7027126182696, -73.97287420925664 40.70271577107363, -73.97286214203751 40.70271640940639, -73.9728520405333 40.70271498523576, -73.97284437174629 40.70271251423569, -73.97250591158087 40.70243872696336, -73.97209501380284 40.70272049793556, -73.97212081446457 40.7027538168576, -73.97223974342555 40.70285292614633, -73.97253145468265 40.70309386741162, -73.9728298971056 40.70334591264314, -73.97283212797515 40.70338178780074, -73.97271648153398 40.70348853071668, -73.97266485288823 40.70349278657726, -73.97236301385408 40.70330651127122, -73.97200371809595 40.70363868980147, -73.9720407465464 40.70366346920959, -73.9722977001625 40.70382496634665, -73.97230723837873 40.70383180255801, -73.97231228523016 40.70383949076124, -73.97231452826468 40.70384717993679, -73.97231452542745 40.70385401165647, -73.97231115253756 40.70386255255411, -73.97230553917674 40.70386938566877, -73.97226960837013 40.70390012277871, -73.97220168241705 40.70395947127115, -73.97219045669 40.70396374106084, -73.97217979412899 40.70396501864267, -73.97216632628557 40.70396288050846, -73.97145941776687 40.70352580995471, -73.97116312993602 40.70348900510972, -73.97113058473946 40.70348472664578, -73.97102054698685 40.70359061454377, -73.97098798650927 40.70362135594605, -73.97109788035027 40.70384431616321, -73.97163086058555 40.70418611107323, -73.97221097833717 40.70454584918216, -73.9727978354412 40.70491071371143, -73.97280681606995 40.70490388246714, -73.97346885817073 40.7053183010011, -73.97346099861105 40.705328549787, -73.97363941264338 40.70544133692808, -73.97416456850074 40.70577115929861, -73.97465606284527 40.7060770572691, -73.97460890335267 40.70612658712655, -73.97458195675169 40.7061539135419, -73.97456398551239 40.70617867832474, -73.97456622346252 40.70619490861027, -73.97455836573668 40.70620430384865, -73.97453254156765 40.70622394351359, -73.97451569528286 40.70624956325712, -73.9744988501556 40.7062683518292, -73.97448426030159 40.70627689140019, -73.97446742170247 40.70627859490973, -73.97445395079703 40.70628115388384, -73.97438882917052 40.70634007663679, -73.9740742717441 40.70612719476681, -73.97391642026699 40.70601624592539, -73.97350349120775 40.70572744906363, -73.97336768606513 40.7057069159792, -73.9730944223938 40.70587212237999, -73.97305613183063 40.705894461295, -73.97301180168253 40.70591951994066, -73.97255038713216 40.70617565544151, -73.97314733217215 40.7066191009139, -73.97367695637742 40.70700956986336, -73.97411259597564 40.70733275756372, -73.97424750699496 40.70743057442802, -73.97379027919649 40.70767794901109, -73.97317065818422 40.70722299176148, -73.97260288165219 40.70680773882542, -73.97184211679756 40.70624894029273, -73.97120815724655 40.70578583284895, -73.97111384276931 40.70586012261796, -73.97101128774247 40.70681760070073, -73.97104939634228 40.70693633725572, -73.97143869041322 40.70736948853849, -73.97220572192843 40.70821366753148, -73.97056629406944 40.70692860625338)), ((-73.96916055073395 40.70430860588017, -73.96944338796668 40.70430334384186, -73.96939442656331 40.70445560106069, -73.96916055073395 40.70430860588017)), ((-73.97833538741143 40.70584035296518, -73.97833946624263 40.70582611609122, -73.97856793213421 40.70586343385403, -73.9785632236804 40.70587968692263, -73.97833538741143 40.70584035296518)), ((-73.97906940179742 40.70596348715358, -73.97907570459853 40.70594637140039, -73.97915690984915 40.70595963565944, -73.97909832307185 40.70596121699926, -73.97909027433893 40.70596305343162, -73.97906940179742 40.70596348715358)))"
