geom,complexid,globalid,parentid,shape_area,shape_length
"POLYGON ((984210.932983398 213841.439819349,984395.064819323 213747.296997076,984682.720031743 213619.34259033,984800.260620122 213554.359985358,985481.713012706 213226.393798838,985422.424194342 213119.277404778,985077.532592777 213301.780212393,985036.775817876 213230.124023439,985527.075012197 212945.034423827,985444.137390128 212793.346191395,985649.810607914 212679.506591785,985634.546203608 212655.393798837,985558.046630848 212697.552795416,984688.975585929 213176.477600096,984746.284423836 213311.610412594,984702.703002927 213339.648437509,984296.50579833 213557.801208486,984368.892211914 213700.6326294,984368.849182121 213700.656188954,984264.620605459 213756.483398427,984181.960815443 213784.421203603,984138.083007819 213797.536010739,984117.520019534 213757.552001957,984107.997619632 213743.948608391,984048.705200202 213671.648986807,984044.145202645 213663.403015131,984044.126220708 213663.413391109,983978.983398451 213546.24902345,983648.932006842 213727.785583487,983616.596008304 213745.076599109,983616.507995615 213745.124999988,983582.200622553 213764.420593253,983581.969604496 213764.559204114,983550.918212895 213784.441406255,983550.799804687 213784.519592296,983517.945617667 213806.978210444,983479.96459962 213830.076599127,983439.2788086 213852.649597169,983439.20178222 213852.693420403,983373.104003913 213891.002990732,983360.739196783 213896.338195813,983360.296813965 213896.557617176,983264.980017745 213950.15254566,983501.119349177 214375.919552662,983503.299987803 214374.701599109,983683.853210455 214276.679199231,983783.090393077 214221.694824208,983783.374999988 214221.523620614,983818.723815908 214198.540222156,983819.336425769 214198.065795907,983851.980590825 214168.187988278,983852.194824213 214167.979187004,983960.338012699 214055.583618175,983960.377807619 214055.541381824,984034.987609851 213976.063598626,984089.647399906 213926.787414558,984141.313598627 213885.16558837,984158.203613287 213873.527587886,984175.492614751 213862.404785147,984193.087585441 213851.665405261,984210.932983398 213841.439819349))",433,{7D4F90CB-A048-4382-AF5A-FA18F4C9B43A},0,1184297.92821000004,9256.84409041000
